Code,Entity,Unit,Method,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GDP[8],WB Low Income,Trillion 2011$,SSP4,0.517,0.548,0.589,0.633,0.678,0.725,0.773,0.823,0.875,0.929,0.986,1.043,1.101,1.159,1.216,1.271,1.326,1.381,1.438,1.497,1.558,1.621,1.686,1.753,1.821,1.893,1.966,2.041,2.119,2.198,2.28,2.363,2.45,2.538,2.629,2.723,2.82,2.92,3.022,3.128,3.237,3.348,3.463,3.582,3.703,3.828,3.957,4.089,4.225,4.364,4.508,4.655,4.806,4.961,5.12,5.283,5.449,5.62,5.794,5.971,6.152,6.336,6.523,6.714,6.909,7.107,7.309,7.516,7.728,7.943,8.159,8.382,8.609,8.842,9.078,9.319,9.565,9.815,10.07,10.33,10.58,10.85,11.11,11.38
GDP[9],WB Low Income,Trillion 2011$,SSP5,0.517,0.549,0.593,0.645,0.702,0.769,0.844,0.932,1.033,1.149,1.28,1.429,1.597,1.788,2.002,2.242,2.51,2.807,3.133,3.492,3.885,4.316,4.786,5.298,5.855,6.458,7.111,7.815,8.573,9.386,10.26,11.19,12.19,13.25,14.38,15.58,16.84,18.18,19.6,21.09,22.66,24.3,26.02,27.82,29.7,31.66,33.71,35.83,38.03,40.3,42.66,45.09,47.6,50.18,52.83,55.56,58.36,61.23,64.17,67.19,70.27,73.42,76.63,79.9,83.24,86.64,90.09,93.61,97.17,100.8,104.5,108.2,111.9,115.7,119.6,123.5,127.4,131.4,135.4,139.4,143.4,147.5,151.5,155.6
GDP[1],WB Low Middle Income,Trillion 2011$,IF,6.072,6.393,6.64,6.311,6.685,7.104,7.5,7.809,8.154,8.506,8.871,9.263,9.678,10.11,10.58,11.07,11.59,12.14,12.72,13.33,13.97,14.64,15.34,16.07,16.84,17.64,18.48,19.36,20.28,21.25,22.24,23.29,24.37,25.51,26.69,27.91,29.19,30.5,31.86,33.28,34.75,36.29,37.9,39.57,41.31,43.11,44.99,46.93,48.93,51,53.14,55.35,57.63,59.99,62.41,64.91,67.49,70.14,72.86,75.66,78.54,81.49,84.53,87.64,90.83,94.12,97.48,100.9,104.5,108.1,111.6,115.3,119,122.8,126.7,130.6,134.6,138.8,143,147.3,151.5,155.8,160.1,164.5
GDP[5],WB Low Middle Income,Trillion 2011$,SSP1,6.072,6.514,7.08,7.742,8.456,9.246,10.12,11.07,12.11,13.25,14.5,15.85,17.32,18.91,20.62,22.47,24.46,26.59,28.85,31.26,33.81,36.51,39.35,42.35,45.49,48.78,52.22,55.8,59.51,63.36,67.34,71.44,75.68,80.05,84.55,89.16,93.9,98.74,103.7,108.7,113.8,119,124.3,129.6,135.1,140.6,146.1,151.8,157.4,163.1,168.8,174.5,180.2,186,191.4,196.7,202,207.4,212.7,218,223.4,228.7,234,239.3,244.5,249.8,255,260.2,265.3,270.4,275.4,280.4,285.4,290.2,295.1,299.9,304.6,309.3,313.8,318.3,322.7,327,331.2,335.2
GDP[6],WB Low Middle Income,Trillion 2011$,SSP2,6.072,6.513,7.067,7.706,8.368,9.085,9.852,10.67,11.54,12.47,13.44,14.47,15.55,16.69,17.89,19.14,20.45,21.83,23.29,24.83,26.46,28.18,29.99,31.89,33.88,35.97,38.15,40.43,42.81,45.3,47.89,50.6,53.41,56.32,59.34,62.47,65.7,69.04,72.48,76.03,79.68,83.45,87.31,91.24,95.28,99.43,103.7,108,112.5,117,121.6,126.4,131.2,136.1,141.1,146.1,151.3,156.5,161.8,167.2,172.4,177.7,183.1,188.6,194.2,199.8,205.5,211.3,217.2,223.2,229.2,235.3,241.5,247.8,254.1,260.6,267.1,273.6,280.2,286.9,293.7,300.4,307.2,314
GDP[7],WB Low Middle Income,Trillion 2011$,SSP3,6.072,6.514,7.057,7.671,8.288,8.936,9.607,10.3,11.01,11.74,12.48,13.23,13.98,14.74,15.5,16.25,17.01,17.78,18.56,19.36,20.18,21.02,21.88,22.75,23.63,24.53,25.45,26.38,27.32,28.28,29.25,30.25,31.27,32.31,33.37,34.47,35.59,36.75,37.93,39.15,40.41,41.7,43.02,44.39,45.8,47.25,48.75,50.29,51.87,53.5,55.18,56.9,58.67,60.48,62.35,64.26,66.22,68.22,70.26,72.34,74.46,76.62,78.82,81.04,83.31,85.61,87.94,90.31,92.71,95.16,97.62,100.1,102.7,105.3,107.9,110.6,113.3,116.1,118.9,121.7,124.6,127.5,130.5,133.5
GDP[8],WB Low Middle Income,Trillion 2011$,SSP4,6.072,6.507,7.047,7.662,8.287,8.951,9.648,10.38,11.15,11.96,12.81,13.69,14.6,15.53,16.49,17.47,18.48,19.52,20.6,21.72,22.87,24.07,25.31,26.58,27.88,29.22,30.6,32.01,33.45,34.93,36.44,37.99,39.58,41.21,42.88,44.6,46.35,48.14,49.98,51.84,53.73,55.64,57.57,59.53,61.47,63.42,65.39,67.36,69.34,71.33,73.32,75.31,77.29,79.28,81.26,83.23,85.19,87.14,89.09,91.04,92.98,94.91,96.84,98.76,100.5,102.3,104.1,105.9,107.7,109.5,111.3,113.1,115,116.8,118.7,120.6,122.4,124.3,126.2,128.1,130,131.9,133.8,135.7
GDP[9],WB Low Middle Income,Trillion 2011$,SSP5,6.072,6.518,7.097,7.782,8.539,9.387,10.33,11.39,12.56,13.86,15.3,16.89,18.64,20.56,22.67,24.96,27.45,30.13,33,36.07,39.33,42.81,46.49,50.38,54.49,58.82,63.37,68.12,73.09,78.26,83.64,89.22,95.02,101,107.3,113.7,120.3,127.1,134.1,141.3,148.6,156.1,163.9,171.8,179.8,188.1,196.5,205,213.6,222.4,231.3,240.2,249.3,258.4,267.1,275.9,284.8,293.7,302.7,311.9,321.1,330.3,339.7,349.1,358.6,368.2,377.8,387.5,397.2,406.9,416.7,426.5,436.4,446.3,456.2,466.2,476.1,486.1,496.1,506,515.9,525.8,535.5,545.2
GDP[1],WB Upper Middle Income,Trillion 2011$,IF,25.01,26.03,26.9,26.58,28.38,29.66,30.91,32.16,33.46,34.79,36.16,37.57,39,40.48,41.99,43.53,45.09,46.66,48.23,49.8,51.38,52.95,54.53,56.12,57.73,59.35,61,62.67,64.38,66.08,67.77,69.47,71.16,72.85,74.52,76.15,77.77,79.35,80.93,82.53,84.2,85.93,87.73,89.57,91.44,93.31,95.2,97.11,99.03,101,103,105,107.1,109.2,111.3,113.5,115.6,117.7,119.9,122,124.1,126.2,128.3,130.4,132.5,134.6,136.7,138.8,141,143.1,145.3,147.5,149.7,151.9,154.1,156.4,158.8,161.1,163.5,165.9,168.1,170.3,172.6,174.8
GDP[5],WB Upper Middle Income,Trillion 2011$,SSP1,25.01,26.9,29.09,31.44,33.94,36.59,39.39,42.34,45.46,48.74,52.18,55.76,59.48,63.33,67.3,71.39,75.56,79.8,84.06,88.34,92.59,96.83,101.1,105.3,109.6,113.8,118,122.1,126.1,130,133.9,137.6,141.2,144.7,148.1,151.3,154.4,157.2,159.9,162.5,165.1,167.6,169.9,172.2,174.5,176.7,178.8,180.8,182.8,184.7,186.6,188.3,190,191.6,193.1,194.6,195.9,197.2,198.5,199.7,200.9,202.1,203.2,204.3,205.3,206.3,207.2,208.1,208.9,209.7,210.5,211.2,211.9,212.6,213.2,213.8,214.3,214.8,215.2,215.6,216,216.2,216.4,216.5
GDP[6],WB Upper Middle Income,Trillion 2011$,SSP2,25.01,26.87,28.99,31.22,33.54,35.94,38.4,40.93,43.52,46.16,48.85,51.58,54.33,57.09,59.87,62.65,65.44,68.24,71.07,73.91,76.7,79.48,82.27,85.07,87.87,90.67,93.46,96.23,98.97,101.7,104.3,106.9,109.5,112.1,114.6,117.1,119.4,121.6,123.7,125.9,128,130.2,132.3,134.4,136.4,138.5,140.6,142.6,144.7,146.7,148.8,150.8,152.9,154.9,156.9,158.9,160.9,162.9,164.9,166.9,168.9,170.9,172.9,174.8,176.8,178.8,180.8,182.8,184.8,186.8,188.8,190.8,192.8,194.9,196.9,199,201,203.1,205.2,207.3,209.4,211.5,213.6,215.7
GDP[7],WB Upper Middle Income,Trillion 2011$,SSP3,25.01,26.86,28.94,31.1,33.3,35.53,37.78,40.03,42.28,44.53,46.76,48.95,51.1,53.19,55.23,57.2,59.1,60.98,62.84,64.67,66.45,68.2,69.91,71.58,73.22,74.81,76.35,77.84,79.26,80.62,81.93,83.16,84.34,85.48,86.58,87.63,88.63,89.45,90.28,91.12,91.97,92.82,93.67,94.52,95.39,96.27,97.15,98.05,98.93,99.81,100.7,101.6,102.5,103.3,104.2,105.1,105.9,106.8,107.7,108.6,109.5,110.4,111.3,112.2,113.1,114.1,115,115.9,116.9,117.8,118.8,119.8,120.8,121.8,122.8,123.8,124.9,125.9,127,128.1,129.2,130.3,131.5,132.6
GDP[8],WB Upper Middle Income,Trillion 2011$,SSP4,25.01,26.86,28.94,31.14,33.42,35.76,38.18,40.66,43.22,45.85,48.54,51.28,54.06,56.87,59.69,62.52,65.36,68.21,71.08,73.95,76.76,79.55,82.32,85.07,87.8,90.51,93.18,95.8,98.36,100.9,103.3,105.6,107.9,110.1,112.2,114.3,116.2,117.9,119.6,121.3,122.9,124.5,126.1,127.6,129.1,130.5,131.9,133.3,134.6,135.9,137.2,138.5,139.7,140.8,142,143,144.1,145.1,146.2,147.2,148.2,149.2,150.2,151.1,152.1,153,153.9,154.8,155.8,156.7,157.6,158.5,159.4,160.3,161.3,162.2,163.2,164.1,165.1,166,167,167.9,168.8,169.7
GDP[9],WB Upper Middle Income,Trillion 2011$,SSP5,25.01,26.94,29.21,31.7,34.4,37.32,40.48,43.89,47.55,51.48,55.65,60.08,64.74,69.63,74.73,80.03,85.51,91.11,96.77,102.5,108.2,113.9,119.7,125.4,131.3,137.1,142.9,148.6,154.3,159.9,165.3,170.7,175.9,181.1,186.2,191.2,196,200.4,204.7,209.1,213.4,217.7,221.8,225.9,229.9,234,237.9,241.9,245.7,249.6,253.3,257,260.6,264.2,267.6,271,274.4,277.7,281,284.2,287.5,290.8,294,297.2,300.4,303.5,306.5,309.6,312.6,315.6,318.6,321.6,324.6,327.5,330.4,333.3,336.1,338.9,341.7,344.4,347,349.6,352,354.3
GDP[1],World,Trillion 2011$,IF,86.56,89.14,91.18,87.86,92.77,97.03,99.99,102.6,105.2,107.8,110.5,113.2,115.9,118.7,121.5,124.5,127.5,130.6,133.7,136.8,140,143.3,146.6,149.9,153.3,156.8,160.4,164,167.8,171.6,175.4,179.3,183.2,187.2,191.3,195.4,199.5,203.7,207.9,212.3,216.9,221.5,226.4,231.4,236.6,241.9,247.3,252.8,258.5,264.3,270.2,276.3,282.6,289,295.5,302.1,308.9,315.7,322.6,329.6,336.8,344,351.3,358.7,366.3,373.9,381.7,389.6,397.7,405.9,414,422.3,430.6,439.1,447.7,456.4,465.3,474.3,483.5,492.8,501.8,511,520.2,529.5
GDP[5],World,Trillion 2011$,SSP1,86.56,90.2,94.36,98.8,103.5,108.3,113.5,118.9,124.6,130.5,136.8,143.4,150.3,157.4,164.8,172.6,180.5,188.7,197.1,205.7,214.4,223.2,232.2,241.4,250.8,260.3,269.9,279.6,289.4,299.2,309.1,319,329,339,349.1,359.2,369.3,379.2,389.2,399.3,409.5,419.8,430.1,440.4,450.8,461.3,471.8,482.4,492.9,503.5,514,524.5,535,545.3,555.3,565.2,575,584.8,594.5,604.3,614.1,623.8,633.5,643.1,652.6,662.1,671.4,680.7,690,699.2,708.2,717.2,726.1,734.9,743.7,752.3,760.8,769.1,777.3,785.4,793.3,800.9,808.3,815.4
GDP[6],World,Trillion 2011$,SSP2,86.56,90.12,94.14,98.35,102.7,107.1,111.6,116.2,121,125.8,130.8,135.8,141,146.1,151.4,156.7,162.1,167.6,173.2,178.8,184.6,190.4,196.4,202.5,208.6,214.9,221.3,227.8,234.4,241,247.7,254.5,261.4,268.4,275.5,282.6,289.9,297,304.3,311.8,319.4,327.2,335.1,343,351.1,359.4,367.8,376.4,385.1,393.9,402.9,412,421.2,430.5,439.9,449.5,459.1,468.9,478.8,488.8,498.8,508.9,519.1,529.4,539.9,550.5,561.2,572,583,594.1,605.4,616.8,628.4,640.1,651.9,663.9,676,688.2,700.6,713.1,725.7,738.3,751,763.7
GDP[7],World,Trillion 2011$,SSP3,86.56,89.96,93.74,97.65,101.6,105.5,109.4,113.3,117.2,121.1,124.9,128.7,132.5,136.1,139.7,143.1,146.5,149.8,153.1,156.4,159.7,162.9,166.1,169.2,172.3,175.4,178.4,181.3,184.2,187,189.7,192.3,194.9,197.5,200,202.6,205.1,207.4,209.8,212.2,214.7,217.2,219.7,222.4,225,227.7,230.5,233.3,236.2,239.1,242,245,248.1,251.1,254.2,257.3,260.5,263.7,267,270.3,273.7,277.1,280.6,284.1,287.7,291.3,294.9,298.6,302.4,306.2,310.1,314,318,322.1,326.2,330.4,334.7,339.1,343.5,348,352.6,357.2,361.8,366.5
GDP[8],World,Trillion 2011$,SSP4,86.56,90.07,94.04,98.21,102.5,106.9,111.4,116,120.7,125.6,130.6,135.8,141,146.3,151.6,156.9,162.3,167.8,173.3,178.8,184.2,189.7,195.2,200.7,206.2,211.7,217.2,222.6,228,233.3,238.6,243.8,249,254.1,259.2,264.2,269.2,274,278.8,283.6,288.5,293.3,298.2,303,307.7,312.5,317.2,321.9,326.6,331.2,335.8,340.4,344.9,349.3,353.6,357.9,362.2,366.4,370.6,374.7,378.9,383.1,387.2,391.3,395.3,399.1,403,406.9,410.8,414.7,418.6,422.6,426.5,430.5,434.5,438.5,442.5,446.6,450.7,454.7,458.8,462.8,466.8,470.7
GDP[9],World,Trillion 2011$,SSP5,86.56,90.37,94.8,99.63,104.8,110.4,116.3,122.7,129.6,136.9,144.8,153.1,162,171.3,181.1,191.4,202.2,213.3,224.8,236.5,248.6,260.9,273.5,286.4,299.7,313.3,327.2,341.3,355.6,370.1,384.8,399.7,414.8,430.1,445.7,461.5,477.5,493.3,509.4,525.9,542.7,559.8,577,594.6,612.5,630.6,649,667.7,686.6,705.7,724.9,744.4,764,783.8,803.2,822.7,842.4,862.3,882.4,902.8,923.3,944.1,965.1,986.2,1007,1029,1050,1072,1094,1116,1138,1160,1183,1205,1228,1251,1274,1297,1320,1343,1366,1389,1412,1435
