"Year","A","B","C","D","E","F","G"
2072,87.5199348631878,64.369312127365,42.3250114846673,37.0411339773368,27.0583357755256,16.3955234485474,10.6033357486191
2073,88.5426788466183,65.272354369463,43.0817314943667,37.7589927757305,27.6829476832928,16.8812221586105,10.9850413308039
2074,89.5700361063285,66.1805894219389,43.8444693514003,38.4831677887542,28.3145047855142,17.3746585149911,11.3749180184421
2075,90.6019847405256,67.0939904215549,44.6131914267173,39.2136228198282,28.9529672362331,17.8757968432458,11.7729486959327
2076,91.6385030359515,68.0125307353067,45.3878643280179,39.9503218986373,29.5982952654699,18.3846007212273,12.1791139082479
2077,92.679569465979,68.9361839588871,46.1684549024489,40.6932292867211,30.2504491988851,18.9010330547039,12.5933920273612
2078,93.7251626887177,69.8649239151037,46.9549302389479,41.4423094825043,30.9093894759624,19.425056148307,13.0157594104714
2079,94.7752615451283,70.798724652253,47.7472576702598,42.1975272258032,31.5750766668057,19.9566317720421,13.4461905501854
2080,95.829845057147,71.7375604424563,48.5454047746473,42.9588475018409,32.247471487634,20.4957212235957,13.8846582168584
2081,96.8888924258211,72.6814057799613,49.3493393773135,43.7262355448043,32.926534815054,21.0422853866583,14.3311335933128
2082,97.9523830294558,73.630235379412,50.1590295515584,44.4996568409715,33.6122276991901,21.5962847854816,14.7855864021813
2083,99.0202964217728,74.5840241740917,50.9744436196839,45.2790771314387,34.304511375739,22.1576796358735,15.2479850261325
2084,100.092612330081,75.5427473141405,51.7955501536665,46.0644624144716,35.0033472770202,22.7264298928304,15.71829662125
2085,101.169310653463,76.5063801647526,52.6223179756127,46.8557789475082,35.7086970420838,23.3024952949961,16.1964872238412
2086,102.250371460968,77.4748983043534,53.4547161580101,47.6529932488335,36.4205225259361,23.8858354061284,16.6825218509552
2087,103.335774989828,78.4482775227621,54.2927140237917,48.4560720989505,37.1387858079399,24.4764096537448,17.1763645948924
2088,104.425501643683,79.4264938193393,55.1362811462225,49.2649825416666,37.8634491994412,25.0741773651138,17.6779787119835
2089,105.519531990817,80.4095234011239,55.9853873486241,50.0796918849151,38.594475250673,25.6790978007452,18.187326705913
2090,106.617846762419,81.3973426809609,56.8400027039463,50.9001677013306,39.3318267569827,26.2911301855303,18.7043704058599
2091,107.720426850848,82.3899282756213,57.7000975341982,51.7263778285938,40.0754667644275,26.9102337376699,19.2290710397162
2092,108.827253307923,83.3872570039174,58.5656424097484,52.5582903695641,40.8253585747783,27.5363676955255,19.7613893026419
2093,109.938307343218,84.3893058848143,59.4366081485035,53.3958736922119,41.5814657499712,28.1694913425181,20.3012854212046
2094,111.053570322387,85.3960521355388,60.3129658149754,54.2390964293681,42.3437521160441,28.8095640301947,20.848719213342
2095,112.17302376549,86.4074731696886,61.1946867192434,55.0879274783017,43.1121817665907,29.4565451995739,21.4036501443789
2096,113.296649345345,87.4235465953424,62.081742415822,55.9423360001388,43.886719065766,30.1103944008781,21.9660373793194
2097,114.424428885889,88.4442502131717,62.9741047024392,56.8022914191347,44.6673286508724,30.7710713117517,22.5358398316264
2098,115.556344360566,89.4695620145565,63.8717456187345,57.6677634218103,45.4539754345545,31.4385357540596,23.1130162086892
2099,116.692377890716,90.4994601797056,64.7746374448819,58.5387219559621,46.2466246066301,32.112747709356,23.6975250541736
2100,117.832511743996,91.5339230757825,65.6827527001438,59.4151372295572,47.0452416355822,32.7936673331064,24.2893247874373
