"Group","Year","pcrGDP","src_pcrGDP","sd_src_pcrGDP","theta"
"Lower-middle income",1968,1.32596342999337,2.61017399472209,2.53357135284108,2.26429354647803
"Lower-middle income",1969,1.39657049510715,5.18802727837743,2.53014815339683,2.09897958805398
"Lower-middle income",1970,1.46617219818047,4.86354728316126,2.52761089836132,1.95637696021749
"Lower-middle income",1971,1.48135063705067,1.02992064101456,2.52700773259471,1.9299392248011
"Lower-middle income",1972,1.5096800639935,1.89434860091178,2.52599880951308,1.88363286246305
"Lower-middle income",1973,1.57139766566194,4.00677060161249,2.52386052523724,1.79993174881045
"Lower-middle income",1974,1.59890480980788,1.73534447591598,2.52284336250604,1.76855794061134
"Lower-middle income",1975,1.62801899553787,1.80450345303078,2.52187674277129,1.7376840232816
"Lower-middle income",1976,1.70030240984893,4.34421878552979,2.51955962605591,1.67359040282769
"Lower-middle income",1977,1.75084885467034,2.92946067551819,2.517485068861,1.63459329785273
"Lower-middle income",1978,1.75701420206225,0.351516216034997,2.51727169860912,1.62968371045267
"Lower-middle income",1979,1.7111031741678,-2.64775987046663,2.5191897004457,1.66517240986654
"Lower-middle income",1980,1.73944881362571,1.64299956654564,2.51793566255523,1.64329555893064
"Lower-middle income",1981,1.76407712801201,1.40593907268762,2.51705680148539,1.62377799907366
"Lower-middle income",1982,1.78453840707628,1.15321063229789,2.51653302314571,1.60645279782858
"Lower-middle income",1983,1.8399577364162,3.05828157035192,2.51522076310268,1.56377548726099
"Lower-middle income",1984,1.85721141705946,0.933352258490661,2.51483955544435,1.55156573003204
"Lower-middle income",1985,1.88001875273047,1.22056270457598,2.51441374940473,1.53556384800964
"Lower-middle income",1986,1.88857394145471,0.454026429219734,2.51428892420129,1.52950111018158
"Lower-middle income",1987,1.90296761673153,0.759255527165137,2.51412630703491,1.51903047675132
"Lower-middle income",1988,1.97289146570542,3.60856445354845,2.51336962287338,1.47277866325733
"Lower-middle income",1989,2.03790394698791,3.24215869250291,2.51239557638117,1.43469101804543
"Lower-middle income",1990,2.09956323636674,2.98075377423709,2.51153658477322,1.4022891320814
"Lower-middle income",1991,2.14798072130389,2.27988610064567,2.51092598783948,1.37925558011589
"Lower-middle income",1992,2.21516303721363,3.07978053319032,2.51026338730633,1.34919676597865
"Lower-middle income",1993,2.2713693325452,2.50568730653996,2.50972023148504,1.32746940658834
"Lower-middle income",1994,2.34956202815594,3.3846059970127,2.50861191557502,1.29963641241115
"Lower-middle income",1995,2.44974985801272,4.17569807845227,2.50705790075811,1.26957859613131
"Lower-middle income",1996,2.58149150873016,5.23814154807836,2.50548191772525,1.23478680206758
"Lower-middle income",1997,2.6504583553946,2.63652532867136,2.50471759042,1.21860181120422
"Lower-middle income",1998,2.65618064160147,0.215665261120856,2.50466939988469,1.21729577907111
"Lower-middle income",1999,2.72689307373041,2.627365092225,2.50431134254898,1.19963972073086
"Lower-middle income",2000,2.80740924398422,2.90991879585734,2.50399402413497,1.18264835582537
"Lower-middle income",2001,2.89844946023758,3.19138442890448,2.50340362303462,1.16542485778084
"Lower-middle income",2002,2.99368988569179,3.23307769170891,2.50300771917891,1.14904318047062
"Lower-middle income",2003,3.15762933391483,5.33148332238917,2.50295409702904,1.1266725318203
"Lower-middle income",2004,3.33649780559033,5.51001603997812,2.50173789383346,1.11117600255572
"Lower-middle income",2005,3.51904338986771,5.32674927700645,2.50101919282404,1.09928534539985
"Lower-middle income",2006,3.73262964666577,5.89237959334148,2.5000769645634,1.09637195651511
"Lower-middle income",2007,3.96712754686549,6.09293086187561,2.49841494727335,1.10520679883174
"Lower-middle income",2008,4.13924649284559,4.24714717275285,2.49746165127012,1.1097944424145
"Lower-middle income",2009,4.32977960171158,4.5002875708394,2.49694152778058,1.1226115054242
"Lower-middle income",2010,4.57891207724714,5.59447917691982,2.49833887292418,1.12738425874357
"Lower-middle income",2011,4.77694445192395,4.23396739151727,2.50019949955057,1.11873639300113
"Lower-middle income",2012,4.89726883030533,2.48765620456395,2.50181082005305,1.11310651745958
"Lower-middle income",2013,5.0673817337853,3.41465927427467,2.50480992702304,1.10621418589743
"Lower-middle income",2014,5.27809531447803,4.07410358488791,2.50927997184155,1.10085634568706
"Lower-middle income",2015,5.48703917501851,3.88235009144078,2.51457210874698,1.08919959094829
"Lower-middle income",2016,5.70058434938148,3.81798893638767,2.5209127692397,1.07015489666449
"Lower-middle income",2017,5.93037367408368,3.95185381823986,2.52743569113427,1.0547972063932
"Lower-middle income",2018,6.14124145708913,3.49396882256936,2.5271374181051,1.02692253850174
"Lower-middle income",2019,6.27354402663154,2.13145170374429,2.52717336987033,1.00981183722057
"Lower-middle income",2020,5.92952811704086,-5.63967961646714,2.52743817554737,1.05487587066266
"Upper-middle income",1961,1.97004128993474,-1.45346198521766,2.51341451563368,1.47454651595143
"Upper-middle income",1962,2.05268130588336,4.10923907249489,2.51218899068932,1.42669297464103
"Upper-middle income",1963,2.1413998234555,4.23128456855973,2.51100679125859,1.38236347375726
"Upper-middle income",1964,2.28382570882019,6.43922409601163,2.50963159574304,1.32283394889374
"Upper-middle income",1965,2.39234912177073,4.64238000970274,2.50798532928623,1.28611848203755
"Upper-middle income",1966,2.47129976558911,3.2468453764828,2.50671615684426,1.26365741712296
"Upper-middle income",1967,2.50999611640104,1.5536972771405,2.50619576918026,1.25309904092978
"Upper-middle income",1968,2.55560770104797,1.80088372507443,2.50569414466842,1.24130753995517
"Upper-middle income",1969,2.65823006778938,3.93704701329716,2.5046569243115,1.21677524886485
"Upper-middle income",1970,2.82699933036431,6.155532856431,2.50395453982455,1.1787984815734
"Upper-middle income",1971,2.92344641546233,3.35473577261818,2.50325844170001,1.16101586090849
"Upper-middle income",1972,2.98520332464342,2.0904660417127,2.50301646931018,1.15049416920045
"Upper-middle income",1973,3.16589616613633,5.87683043920608,2.50292237728843,1.12581252902018
"Upper-middle income",1974,3.24736338378246,2.54072361830875,2.5022869873789,1.11760283398241
"Upper-middle income",1975,3.34058202759118,2.83016510065852,2.50170195463568,1.11089470586525
"Upper-middle income",1976,3.38470974567359,1.31231039066804,2.50145037612514,1.10735214803794
"Upper-middle income",1977,3.47819457220004,2.7245202598928,2.50108980448847,1.10133326862791
"Upper-middle income",1978,3.62473047584284,4.12665759802098,2.50057043330553,1.09581715698936
"Upper-middle income",1979,3.77038076438282,3.9396060819147,2.49974234689897,1.09722539982166
"Upper-middle income",1980,3.89308510782165,3.20259352768326,2.49873848728996,1.10263441969083
"Upper-middle income",1981,3.88674938547155,-0.162875540763863,2.49879201768294,1.10229010522517
"Upper-middle income",1982,3.94732638442749,1.54653102956583,2.49843669457876,1.1049807519991
"Upper-middle income",1983,3.95222593860992,0.124046391753319,2.49842498061074,1.10513304487468
"Upper-middle income",1984,4.10536306500138,3.80152346211871,2.49762508553413,1.10824460081484
"Upper-middle income",1985,4.21436079458043,2.62037462213984,2.49717036931984,1.11339355392879
"Upper-middle income",1986,4.32947021346845,2.69472521860965,2.49694125274694,1.12258527556636
"Upper-middle income",1987,4.44715862370623,2.68201987351475,2.49706221846065,1.13227877111607
"Upper-middle income",1988,4.49524137659607,1.07539846747142,2.49732410588847,1.13286901907576
"Upper-middle income",1989,4.48492975525338,-0.229653215363124,2.49723789824977,1.13326652420824
"Upper-middle income",1990,4.42699707484378,-1.30013402410647,2.49710081066255,1.13055071950151
"Upper-middle income",1991,4.45266113675087,0.57804327049078,2.49707507904216,1.13256494542038
"Upper-middle income",1992,4.48811717875155,0.793135152595803,2.49725703242448,1.13323450494267
"Upper-middle income",1993,4.66771930659113,3.92373039820875,2.49912652286779,1.12261647544951
"Upper-middle income",1994,4.80264669919832,2.84965804082973,2.5004813270145,1.1177318920884
"Upper-middle income",1995,4.98368091700961,3.70015963514894,2.50325587066039,1.10951473335497
"Upper-middle income",1996,5.18685061179846,3.99579364840528,2.50727518639397,1.10266497859951
"Upper-middle income",1997,5.35130486783259,3.12137372455006,2.51099579329384,1.09902645535159
"Upper-middle income",1998,5.35271562308837,0.0263593528272876,2.51103300875732,1.09894696692959
"Upper-middle income",1999,5.48709346705268,2.47946669774164,2.51457361408153,1.08919471497912
"Upper-middle income",2000,5.81043137682227,5.72561232050599,2.52424858869061,1.06291707881926
"Upper-middle income",2001,5.9996706085965,3.20497537446027,2.52726610465279,1.04590614348515
"Upper-middle income",2002,6.30331091911017,4.93704689103558,2.5272217882378,1.00549128667813
"Upper-middle income",2003,6.61993710712216,4.90108314048892,2.52724889933438,0.963759130238019
"Upper-middle income",2004,7.10584251838199,7.08314661028777,2.52720407722063,0.929107567437812
"Upper-middle income",2005,7.61625423111615,6.93673425464469,2.52472403877939,0.921720489919331
"Upper-middle income",2006,8.22740069444889,7.71854536895655,2.52025580771429,0.948678235729454
"Upper-middle income",2007,8.85585583409224,7.36087845693336,2.5124756691787,1.02839170466099
"Upper-middle income",2008,9.23794669520613,4.22407254484338,2.50489494820191,1.11112993870114
"Upper-middle income",2009,9.36865598863107,1.40500064236324,2.50215071279064,1.14272292723289
"Upper-middle income",2010,10.1633090513654,8.14144349062125,2.48328617991834,1.43082908978107
"Upper-middle income",2011,10.6735274515807,4.89825227981844,2.4511536161608,1.66143867129984
"Upper-middle income",2012,11.0817319719829,3.75313783103519,2.41880222035074,1.81785305230512
"Upper-middle income",2013,11.4842110603032,3.56751564659481,2.38543565849847,1.96062780344526
"Upper-middle income",2014,11.8285896048677,2.954630824807,2.35795919071807,2.05893994911047
"Upper-middle income",2015,12.0513941018116,1.86608973630049,2.34184577297672,2.11673242121388
"Upper-middle income",2016,12.0326804759852,-0.155402521546311,2.34279506338689,2.11713070504643
"Upper-middle income",2017,12.2327958581473,1.64942090002493,2.33594117621863,2.09208779733849
"Upper-middle income",2018,12.5044059315459,2.19605266014615,2.32816963093227,2.06312910108333
"Upper-middle income",2019,12.9123969044372,3.21067935190076,2.3211259652245,1.96132042835957
"Upper-middle income",2020,12.7079561049658,-1.59595879711598,2.32667180262273,2.01652802769602
