Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Australia,AUS,Age dependency ratio (% of working-age population),SP.POP.DPND,63.37707765,63.62505307,63.41542187,62.91714228,62.3736032,61.91548234,61.42303027,60.96958836,60.59948582,60.23052131,59.74354439,59.29121382,58.82980152,58.3343885,57.74629366,57.03322406,56.67460851,55.95412452,55.0714897,54.27347329,53.66750961,52.81220213,52.30609572,51.99707181,51.65659265,51.20214243,51.02335147,50.60887513,50.10821698,49.73954275,49.58453173,49.56553396,49.742895,50.00914897,50.19027606,50.21196494,50.25004476,50.15421682,49.97812969,49.81678988,49.71426642,49.41451032,49.14673657,48.913221,48.70896842,48.55723254,48.18525523,47.89079729,47.74597554,47.77266022,47.94845437,48.51375386,49.06719336,49.64057799,50.25970006,50.92505621,51.72993235,52.5996706,53.48508824,54.31300548,55.05194054
Austria,AUT,Age dependency ratio (% of working-age population),SP.POP.DPND,52.40304592,53.37184133,54.29283087,55.248819,56.30932355,57.4750583,58.72189903,59.9907957,61.18797888,62.14351194,62.74848445,63.15674527,63.1649568,62.81350134,62.19597208,61.37342702,60.55401191,59.65388207,58.58024609,57.217783,55.56106643,53.95231628,52.13577718,50.32339197,48.77362736,47.61352459,47.11146455,46.78798703,46.63642428,46.62798059,46.73898772,47.1297718,47.70689765,48.35711173,48.85572613,49.0473809,49.11947761,48.83604772,48.32862321,47.84382836,47.52972806,47.32555784,47.27442496,47.33293386,47.39871392,47.42539525,47.60522483,47.75236341,47.87871292,48.0158431,48.18118727,48.31323632,48.4584345,48.64841934,48.88429406,49.16569239,49.43171196,49.6725857,49.92394012,50.23465918,50.63910773
Azerbaijan,AZE,Age dependency ratio (% of working-age population),SP.POP.DPND,81.53973776,85.25059903,89.12542884,92.74586658,95.56076561,97.26150781,99.11733536,99.51643583,98.83458835,97.61533597,96.10502987,93.92573488,91.66878138,89.16168873,86.19426633,82.7917732,79.60406798,76.18059727,72.71255964,69.4645588,66.58604685,64.32908879,62.44306419,60.93795522,59.80057038,59.01710357,59.07187442,59.35383605,59.77841258,60.29576616,60.88491186,61.85034658,62.66140154,63.28854742,63.67213127,63.73643395,63.36740135,62.64345492,61.58278846,60.25193847,58.72417991,56.83473922,55.00384572,53.11963046,51.06440711,48.84357718,46.97755845,44.99448581,43.08668783,41.49127149,40.31861106,39.71100049,39.45825749,39.51680267,39.75419003,40.07645938,40.79124821,41.397422,41.97437775,42.62955747,43.38338977
Burundi,BDI,Age dependency ratio (% of working-age population),SP.POP.DPND,87.81574768,88.96086819,90.38501081,91.80715345,92.78753691,93.16332792,94.49428049,95.07125357,95.07707957,94.7507734,94.15352385,95.01027809,95.45113332,95.49630549,95.25865254,94.89388705,94.28200766,93.57285914,92.86670427,92.20972635,91.65226419,92.76901577,93.68327626,94.56579482,95.54889023,96.62859638,98.32947301,99.89045504,101.2200814,102.1752894,102.709787,105.7792781,108.2439122,110.1224991,111.4251266,112.0941299,112.7094764,112.8486661,112.5074938,111.7896814,110.8380345,107.9356597,105.0397487,102.2251569,99.54537925,97.06056981,95.22760708,93.4754245,91.91651195,90.66561287,89.7575691,89.79058518,89.95376678,90.23472707,90.57073454,90.89992856,91.19375026,91.35920407,91.38249684,91.25120127,90.95652981
Belgium,BEL,Age dependency ratio (% of working-age population),SP.POP.DPND,54.7612015,55.76312406,56.37671741,56.71818926,57.00579264,57.33978343,57.85499413,58.26311478,58.56494998,58.72373769,58.71730844,58.63298799,58.44265328,58.11194133,57.60366285,56.91847291,56.43488083,55.79125366,54.98296997,54.00536058,52.8743123,51.81229628,50.64460643,49.51347348,48.59007588,47.96792117,47.91382568,48.06749497,48.36896487,48.72302779,49.07035354,49.47158594,49.89072847,50.3230362,50.73648601,51.09891969,51.55805066,51.8962404,52.13715027,52.33252413,52.51411551,52.5496823,52.60375514,52.6524342,52.63624742,52.53465089,52.46878121,52.2773676,52.05597662,51.94256225,52.01442797,52.32871192,52.74426339,53.23690338,53.73738812,54.19360574,54.77135163,55.3290794,55.87046567,56.40829917,56.95681092
Benin,BEN,Age dependency ratio (% of working-age population),SP.POP.DPND,77.15860451,78.43438053,79.67390321,80.8482614,81.84804278,82.61617291,84.2991516,85.65254102,86.73541399,87.62518627,88.36514537,89.83718993,91.00401329,91.91099201,92.60247336,93.11396157,94.21250429,95.03799709,95.62972429,96.0152001,96.21962344,97.01475757,97.48932158,97.72040647,97.78816855,97.73641935,98.22562462,98.47930311,98.53580795,98.42618227,98.18099815,97.98573056,97.57319221,97.00466452,96.31384297,95.51292599,95.52607288,95.31017586,94.91562952,94.39540716,93.78368874,93.4300147,92.91308704,92.27873856,91.57105009,90.81993384,90.64110955,90.37478983,90.01169314,89.53578453,88.9498507,88.61361998,88.11035906,87.49151288,86.81143645,86.09777947,85.53457649,84.88569297,84.16643335,83.38665013,82.55851512
Burkina Faso,BFA,Age dependency ratio (% of working-age population),SP.POP.DPND,77.4678554,78.62635313,79.47512064,80.09518754,80.58523759,81.00192514,82.25152594,83.34599557,84.26928724,84.96608447,85.41130995,86.78779821,87.75360887,88.41936574,88.95009909,89.43839066,90.87289068,92.2135428,93.41637643,94.40321808,95.15253324,96.73431613,97.88709675,98.73130932,99.39975456,99.93418237,100.9539541,101.6753509,102.1203703,102.2844717,102.1677828,102.4088889,102.3430554,102.0039096,101.4302007,100.6664034,100.5653213,100.1724416,99.58255638,98.89389942,98.1560383,98.07380074,97.80358177,97.39283964,96.88610363,96.31617969,96.32751887,96.17548062,95.88483463,95.45755503,94.89859665,94.71653351,94.2981495,93.7096412,93.01487285,92.2404582,91.5612514,90.80386959,89.9517866,88.98271354,87.90397401
Bangladesh,BGD,Age dependency ratio (% of working-age population),SP.POP.DPND,80.98499917,82.26794249,83.15313032,83.82121434,84.51282775,85.33066238,86.73160877,88.14008598,89.43500476,90.34414368,90.66802944,91.40113938,91.86515897,92.07537318,92.18945387,92.33059283,92.85007852,92.94940975,92.74305719,92.27213195,91.56468781,91.35033695,90.72872429,89.83654563,88.82756225,87.7715694,87.0174996,86.15716701,85.16958111,83.9912151,82.60450321,81.51899725,80.2487083,78.8436109,77.3663715,75.85579999,74.53280033,73.16886683,71.77914878,70.36953907,68.95066486,67.84170877,66.67370754,65.4728123,64.26279504,63.04818325,62.13690783,61.18088693,60.18654278,59.16622826,58.12467991,56.95038731,55.82699048,54.71881174,53.57866765,52.39586802,51.26001878,50.09169776,48.95229842,47.91743377,47.01892285
Bulgaria,BGR,Age dependency ratio (% of working-age population),SP.POP.DPND,50.75840308,50.47790179,50.00504513,49.42877538,48.90198512,48.50208539,48.27843406,48.12782924,48.05372642,48.0437438,48.09812578,48.31663372,48.55692165,48.83572416,49.16736921,49.54843474,50.14343048,50.74961444,51.26921343,51.54736995,51.50872965,51.32109369,50.76293089,50.04687843,49.47549088,49.20485825,49.20343078,49.54996779,50.03650078,50.35971601,50.36093711,50.61233384,50.47506214,50.0743613,49.63692149,49.29065305,48.96238938,48.71641004,48.48879022,48.14259364,47.61159708,47.12212296,46.5559407,45.9403815,45.35058058,44.85852555,44.91258467,44.98360001,45.15917296,45.53372549,46.14540359,47.22122327,48.40271663,49.67036988,50.95644168,52.18977143,53.24666194,54.32655136,55.32141636,56.09961806,56.61068912
Bahrain,BHR,Age dependency ratio (% of working-age population),SP.POP.DPND,79.4835245,83.0340888,85.99604675,89.01208501,92.20817438,94.97154983,93.35309359,92.02554333,91.10260293,90.39948989,89.75990718,86.67101618,82.66612461,78.52101391,74.93975569,72.18679949,68.1069264,64.82667508,62.19788595,59.92423748,57.81979714,57.1193388,56.7735646,56.67461004,56.69135612,56.7129102,56.47161169,55.87580762,55.19636495,54.46541809,53.54537686,53.10604991,52.18701813,50.96653584,49.65336209,48.47129597,48.23436287,47.875183,47.75525043,47.96270598,48.35475137,45.89016027,43.65919195,41.76034428,40.15064768,38.74369405,35.8122537,33.44738168,31.58534699,30.08992652,28.85158948,29.02959754,29.21066652,29.47582646,29.81930257,30.16411735,29.42035589,28.55747703,27.68238859,26.96403125,26.47584588
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),SP.POP.DPND,85.80176757,85.6249093,85.80086846,86.37667584,87.11776643,87.73289012,86.81292035,85.6703163,84.622546,83.94118899,83.64921716,81.47985807,80.52758719,80.20172539,79.72231662,78.70184667,77.64762221,75.60428008,73.16591034,71.10734548,69.74222982,67.64717332,66.62907998,66.16837194,65.51101065,64.33199997,63.64843862,62.16693665,60.33680637,58.85229661,57.99414213,57.00235798,56.80435705,56.9962411,56.92586883,56.29581283,56.21493168,55.51544802,54.4717608,53.58256428,53.11920431,52.46084166,52.06229643,51.80028409,51.53486471,51.26305545,50.80153976,50.554673,50.29978615,49.87953047,49.24815824,48.43610034,47.40467455,46.25695609,45.17081731,44.2635907,43.32420625,42.72415263,42.33367043,41.96269108,41.54165107
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),SP.POP.DPND,70.7449458,71.00500025,70.99686485,70.66352862,70.03830384,69.16543384,69.03873163,68.31099104,67.21486743,66.10060288,65.15065877,64.0669153,63.33823625,62.69973436,61.79776664,60.50534668,59.25999927,57.68990897,55.94118712,54.25184158,52.74229702,51.15075635,49.783885,48.59258263,47.48136298,46.42021577,45.75089116,45.19233418,44.7759814,44.52666749,44.39390219,44.31862585,44.40091163,44.59793455,44.91705934,45.42168711,45.5753725,45.79887781,46.06565867,46.28655549,46.38558519,46.58492079,46.54752285,46.29413599,45.89260238,45.38724813,44.62121372,43.94988598,43.34968974,42.77107605,42.24079623,42.33922089,42.24707937,42.04300506,41.99509679,42.2922779,42.8564076,43.97905827,45.42609123,46.83192566,48.01270067
Belarus,BLR,Age dependency ratio (% of working-age population),SP.POP.DPND,59.36273567,60.86098345,61.8249052,62.36374483,62.69824274,62.9223848,62.71236673,62.40838051,61.91834853,61.1557062,60.13651637,58.74914622,57.4864429,56.35574011,55.33549915,54.38930763,53.76863042,52.96389984,52.05399809,51.18760514,50.4635379,49.82491624,49.36617923,49.07759093,48.90383637,48.82695267,49.18198717,49.53545806,49.87531084,50.23130747,50.60684103,51.16169581,51.62052565,51.91714525,51.96878229,51.73256937,51.01593732,50.17469659,49.20562379,48.14791065,47.06883164,46.41770542,45.7775474,45.10735583,44.36007164,43.51921294,42.88149251,42.11143161,41.36312666,40.81479116,40.56762199,40.88987928,41.47277407,42.26189705,43.14866879,44.06393153,44.78043761,45.52441472,46.43667048,47.5735047,48.85504808
Belize,BLZ,Age dependency ratio (% of working-age population),SP.POP.DPND,97.72780963,100.3405966,102.1503591,103.5439951,104.6603523,105.5414593,105.9886218,106.3777192,106.5544304,106.3691733,105.8009096,107.0427209,108.0366492,108.7440869,109.1410095,109.2253587,108.9861751,108.2374401,106.9435345,105.495768,104.2626157,101.821663,100.1294687,98.87429644,97.5543043,95.92510752,95.34023754,94.2483398,92.95222082,91.77886022,90.80338159,90.35644215,90.21907242,90.12092701,89.83160927,89.32972291,87.27484683,85.11324428,83.23094063,81.79114242,80.66594588,79.35884003,78.06937177,76.70190719,75.19197141,73.54703782,71.90356214,70.2832445,68.70772987,67.21225229,65.81393914,63.95229915,62.26722164,60.66915466,59.09146163,57.52887159,56.33378457,55.08538931,53.88456378,52.83907596,51.99405206
Bermuda,BMU,Age dependency ratio (% of working-age population),SP.POP.DPND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Age dependency ratio (% of working-age population),SP.POP.DPND,84.36895167,84.50810851,84.35304503,83.97992683,83.44955294,82.79906909,82.97185907,82.8904782,82.63274538,82.27350195,81.85270593,82.12553032,82.22203542,82.18124954,82.02252375,81.75387235,82.10780971,82.25431543,82.21676002,82.00408562,81.62162092,81.82397878,81.79534007,81.61189413,81.35932184,81.08259934,80.97189299,80.80699428,80.58088811,80.26015371,79.83399348,79.70093312,79.34561259,78.84131161,78.27547635,77.68850486,77.3847381,77.01881819,76.57906295,76.03695105,75.39043334,74.88610814,74.29444499,73.64063889,72.94731187,72.22327931,71.56335041,70.8126417,70.00478985,69.1824063,68.36909652,67.5526014,66.77544317,66.00894798,65.21074463,64.36850543,63.62346658,62.81472581,61.9839616,61.19645267,60.48828849
Brazil,BRA,Age dependency ratio (% of working-age population),SP.POP.DPND,86.27818968,87.00469844,87.59952467,87.97672823,88.02018099,87.68653584,87.63504637,87.0594656,86.13735981,85.07963505,83.98044895,82.94821619,81.87839018,80.74648915,79.51439308,78.19675625,77.03726719,75.87745649,74.72005877,73.57862949,72.47492084,71.79906906,71.05248856,70.28500643,69.52259636,68.75387254,68.21463674,67.53450908,66.7581358,65.93205944,65.07213939,64.09760777,63.18771996,62.25596421,61.20806596,60.0289933,58.9500104,57.77414577,56.55985459,55.38668986,54.29089709,53.44215575,52.57791741,51.72325403,50.89021807,50.0762423,49.24145143,48.45965369,47.71544605,46.99178828,46.29330005,45.65736361,45.07954918,44.56021842,44.11169735,43.7481058,43.57751319,43.45006018,43.38337973,43.39138153,43.47505641
Barbados,BRB,Age dependency ratio (% of working-age population),SP.POP.DPND,81.53917493,83.0229215,84.07796031,84.83251847,85.4743833,86.07822059,86.03060533,85.67617822,85.04094844,84.18331411,83.12164161,79.85572169,77.28093483,75.14699101,73.04544651,70.82136265,69.97624573,68.67804604,67.61011556,67.29654355,67.6555577,65.48155698,63.92616584,62.62805497,61.14106955,59.34981594,58.0974224,56.47522591,54.74693756,53.28521814,52.23184855,51.52267231,51.21917548,51.16927907,51.13338773,51.01812524,51.02987252,50.97673843,50.94207447,51.01962186,51.24528596,50.62656503,50.19665575,49.88335182,49.58512425,49.28388899,49.13574408,48.97184672,48.89239917,48.97663918,49.24012801,49.09982771,49.05976619,49.08205163,49.12459816,49.18278783,49.23969462,49.3677822,49.57913907,49.88302628,50.29104279
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),SP.POP.DPND,90.07374322,92.16170691,94.99673131,97.85100893,99.68358952,100.0547078,98.39470326,95.59908155,92.31534647,89.29151224,86.87692064,84.59026653,82.90295576,81.56434143,80.1535852,78.54696889,77.97885513,76.59776621,74.89093506,73.22203549,71.65877197,71.07876258,70.68592775,70.3616529,69.92562016,69.31659588,66.85236568,64.50502728,62.44931871,60.75385333,59.37596255,58.7727983,58.11386544,57.43308574,56.66632387,55.74193278,54.80625079,53.61456759,52.267056,50.81902032,49.30939598,48.38409845,47.3168618,46.30101249,45.37211174,44.4752212,44.05175969,43.42757035,42.74191425,42.10645158,41.54056269,40.75079101,40.24203356,39.89836618,39.57267519,39.20345699,39.24511654,39.01184192,38.69543006,38.55274518,38.68493046
Bhutan,BTN,Age dependency ratio (% of working-age population),SP.POP.DPND,80.047414,80.5486304,80.30395043,79.70041091,79.27292261,79.25838621,79.78219795,80.5041792,81.32147643,81.97137873,82.32646278,83.35971614,83.96673964,84.26729482,84.4172805,84.49118571,85.19408979,85.64423985,85.87929513,85.8896023,85.67132577,86.49921717,86.97767277,87.17783944,87.20574881,87.1353138,87.36320083,87.44496817,87.34929349,86.94436489,86.10295948,86.39377754,86.47825511,86.3851589,86.24024426,86.17614386,84.96652319,83.47134097,81.76249505,79.84246676,77.71276164,75.37769178,72.8872686,70.3161961,67.75182114,65.25351844,63.53658779,61.8554367,60.21025462,58.59591451,57.01887199,55.34570338,53.71412296,52.16897594,50.76224722,49.52598116,48.33534347,47.37155248,46.57240947,45.84321588,45.13615237
Botswana,BWA,Age dependency ratio (% of working-age population),SP.POP.DPND,92.05802239,93.99278044,96.51635269,99.24570408,101.5053937,102.9721129,104.6632291,105.688589,106.212843,106.5544856,106.9010412,107.0994181,107.0395739,106.8255743,106.539782,106.2591639,106.2870891,106.5071082,106.9181765,107.4167406,107.845661,107.5098691,106.9482983,106.1553299,105.1447335,103.9373307,102.350179,100.3810158,98.10867251,95.6898924,93.24142488,91.36925761,89.55208112,87.67605823,85.57026137,83.18157278,81.21247885,78.93056849,76.51479426,74.21211498,72.14543184,70.50789682,69.14269555,67.96261487,66.84335068,65.74770759,64.97128588,64.1370643,63.31500379,62.6056086,62.03575197,62.09299931,62.32828413,62.66816515,63.00233427,63.27379701,63.05627902,62.66956142,62.1713771,61.63149582,61.07186033
Central African Republic,CAF,Age dependency ratio (% of working-age population),SP.POP.DPND,75.49964764,76.7375443,77.81917971,78.72824141,79.39350818,79.79232456,80.90935928,81.6463698,82.07134842,82.25137364,82.22875322,83.66801751,84.79135378,85.64511641,86.2958664,86.79667492,87.26382407,87.45918685,87.46964799,87.39171995,87.29329993,87.27373774,87.21187785,87.1067438,86.89677016,86.54171702,87.94394741,89.06214508,89.94146588,90.68014659,91.32919646,91.34607331,91.13733469,90.747027,90.18556794,89.46537294,89.50699602,89.38993168,89.10262514,88.63213802,87.99234485,88.40928476,88.53818934,88.44811321,88.22932719,87.92104336,88.53936844,89.01694622,89.30310297,89.3059053,88.96643135,90.22899087,91.20681006,91.87104622,92.26503133,92.44021004,91.52548168,90.3957901,89.10772722,87.73984393,86.35807657
Canada,CAN,Age dependency ratio (% of working-age population),SP.POP.DPND,70.72416217,71.09696462,71.13649749,70.87558781,70.36453336,69.61860036,68.43446683,66.90970734,65.18189038,63.41221617,61.68833581,59.71119673,57.9710927,56.36375581,54.74724526,53.0894964,51.94107774,50.66818729,49.39771032,48.30200745,47.45675151,46.84991928,46.42797866,46.18604474,46.07402693,46.06398842,46.15467233,46.29706081,46.48349642,46.70298568,46.93979791,47.20882864,47.479474,47.69878407,47.80615574,47.77997772,47.78391385,47.58798393,47.24961716,46.85987972,46.47432724,46.00672167,45.59065693,45.20707408,44.83428989,44.495093,44.23699432,44.03477573,43.93390259,43.97675318,44.17994479,44.64763374,45.13918539,45.70697547,46.38054112,47.15645579,47.82631443,48.61607607,49.48187729,50.36191603,51.23928687
