Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Armenia,ARM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.424758532,9.68257532,9.666405536,9.206171059,10.28464998,10.63112611,11.27191844,11.71149186,12.38572636
American Samoa,ASM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2890625,20.61068702,15.52062868,13.6,13.59026369,14.86486486,20,24.14814815,7.155322862,3.684210526,13.90625,14.57680251,11.97511664,13.96731055,13.71087928,10.94771242,13.92801252,12.19135802,
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,3.410338311,3.791964809,3.757254323,3.992588175,3.782575974,3.914898461,3.701088294,3.545871304,3.219414903,2.83539575,2.616198068,2.315637154,2.337658001,2.51819728,2.270473086,2.059255523,1.824951383,1.690271826,1.713009893,1.623545501,1.642297039,1.668515484,1.688950762,1.631409107,1.740156387,1.817330126,1.904621865,1.855617794,1.791455467,1.817838621,1.694480103,1.588455851,2.061215321,2.1563829,2.246371621,2.109967715,2.739262236,2.754958095,2.682962647,2.727403978,2.490702756,2.474602461,2.302725433,2.430698207
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.79344438,12.5698102,12.58015888,12.87318389,13.20501995,13.12367687,12.74241633,12.30366539,12.47074767,11.95283159,11.57011555,10.99301372,10.55534894,10.86216994,10.88215707,10.3348623,9.892071199,9.29066649,9.202198923,8.453526785,7.997034212,7.368513109,7.050454593,6.608333214,6.368634634,6.299997474,6.085499329,5.798737462,5.777271825,5.615118064,5.65111421
Austria,AUT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,22.25272837,21.62662025,21.98835928,21.35194357,21.20322678,20.7536504,20.13716414,20.06034939,19.69468677,20.01729915,20.00853927,19.41139561,19.50496551,19.40399042,19.58111475,19.17173885,18.47963499,17.46020695,17.35652011,17.90587952,17.63220929,17.80353465,17.726769,17.89093266,18.21496707,18.34109299,17.72678281,17.45317461,17.33646035,17.40781847,17.82343621,18.15364762,17.41746573,16.36199564,16.47850074,16.59560906,16.70612337,16.49572937,16.56001525,16.69003646,17.04741463,16.84270767,16.82848458,16.54353279,16.26414081
Azerbaijan,AZE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.63301501,16.65419162,21.87713948,17.90286624,12.66474513,11.53341457,10.42962746,8.393756135,8.324129512,6.042224047,5.292384646,6.187448265,7.430927835,8.636395438,8.283510351,6.48752246,5.772903308,4.98404471,4.705609759,5.525890763,4.737784057,3.988326101,4.241218624,4.215736826,4.707010697,4.990621552,4.892660678,4.699464584,4.619812216,5.003650963,5.767738658
Burundi,BDI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,6.728157031,7.334216248,8.174426035,9.326999273,9.493738392,8.577883551,8.180092875,7.882187255,8.252686165,9.304405983,6.880909062,7.312341339,8.245750631,8.351348129,7.832632372,7.327420366,7.866342082,10.58996881,9.78876576,11.68193366,11.81980421,12.70795383,8.599290936,8.424747763,9.351748292,8.25845974,6.271379704,9.744337923,10.30614795,11.30813911,10.90123278,10.92481796,11.0867341,11.04303804,11.45083317,11.8850166,10.3672036,11.10936178,9.622533997,9.490401363,9.245838979,9.318993014,8.830693673,9.54574735,10.12420983,8.675460283,9.36171645,,,,
Belgium,BEL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3362939,18.16805585,18.39943062,18.15923392,17.30709231,17.53597445,17.04054213,16.79458705,16.20023741,16.08993608,15.87094598,15.01853751,15.06031828,13.99274072,12.91804147,13.33859852,12.92905935,12.62420868,12.56263999,12.56468619,12.69333388,12.35694408,12.42911753,12.17200466,12.2964518,12.37946573
Benin,BEN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,11.42150873,11.08388915,11.18279971,12.73991686,12.23497502,9.194901563,9.029592809,10.76107435,8.865208223,7.970468813,6.639706,9.097455938,8.672738383,7.925103429,7.888249519,7.180894529,7.17178972,8.130548032,7.835668413,7.376006869,7.160406202,7.941468232,7.426247821,8.05454443,8.077371806,8.275149107,8.468579033,7.987113987,13.16999002,13.98385772,15.63826572,15.64299615,15.74663839,14.80842935,15.67081858,15.43835004,13.7419113,12.24997876,12.21912052,11.73988533,11.73357014,10.71215569,10.9217699,10.38662818,10.03567008,9.93126564,9.62006825,9.162461995,9.86572844,9.687913103
Burkina Faso,BFA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.26579138,10.62596029,11.12549825,11.13631641,10.89629248,11.15829623,12.75073543,15.00329862,15.48418239,15.99084866,16.65287802,17.41550716,18.36960153,19.02551026,18.52002477,18.13321326,17.73875965,16.42956292,15.35845174,15.8773815,14.74103471,14.42502288,14.39695332,16.00697046,15.11124735,13.3255874,13.69004648,14.9899884,15.06706422,14.49003365,14.74901604,13.37681884,14.4729992,14.22732497,13.44792003,14.12076303,13.36918434,14.35668427,13.80052706,16.18659107,15.35693878,14.94120267,14.85118409,15.5877483,15.14056675,13.34076102,14.04397353,14.33772427,13.01313874,13.54798244,12.13998855,11.61215726,10.34232902,10.16977155,10.99604254,11.62132749,11.12043816,10.25938621,10.52520365,10.01852791,9.302578012
Bangladesh,BGD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,5.309910797,5.470588542,5.448665141,5.359331468,5.514048718,5.445473719,5.998064082,5.582903418,6.153438202,5.851063658,5.804682835,5.485218348,3.983848151,8.521769535,9.251323716,7.04227568,9.283922984,11.22620919,9.910996048,9.861451587,14.4874848,13.98206522,13.9391494,15.04367939,15.6039256,14.45807009,14.22323064,13.47380665,13.42203116,12.90563053,13.23921855,13.98712269,14.39746369,15.41253836,15.86945466,15.90000685,14.00264514,14.11978066,14.85983116,14.38909508,14.03531575,14.17835702,14.31743755,14.14546156,14.44207319,14.74399876,15.30756218,15.93407299,16.12436697,16.48018606,16.12122836,15.99673425,15.91422067,16.44201947,16.61270766,16.78867356,17.03024686,17.30064127,17.95814341,18.93263301,18.51181332
Bulgaria,BGR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,16.22485105,15.51499348,12.40881237,11.90544005,12.44807627,10.10851358,13.86246406,16.02618128,18.15446448,17.22825084,16.72309482,15.84853373,13.92587886,15.35146013,16.08643278,19.05269706,,,,,,,,,,,13.24673495,14.4669591,15.09656264,13.98170618,14.48223504,15.04759704,14.85814419,14.81727591,14.92809337,17.38495114,18.10286007,18.50542879,17.6201951,17.62192802,18.12540635
"Bahamas, The",BHS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.292586545,3.804106128,4.800781702,4.359440335,4.262807245,4.110647438,3.532691747,4.27179274,2.346676437,1.996130668,2.734299253,2.887400065,2.21211542,2.525570984,2.412602352,2.686827258,2.391167321,2.521822518,2.295085673,2.098612958,2.092775367,2.127625855,2.191560457,2.945758127,2.60038496,2.64922058,2.420399307,2.994346514,2.764630209,2.054090265,1.241985962,1.262679788
Bosnia and Herzegovina,BIH,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50560362,11.43649852,11.43649964,11.22184186,12.06927902,10.7000739,9.296022999,9.40645582,9.313523016,9.299795323,9.117742444,9.942766963,10.01778746,10.81107338,11.01227898,10.47754036,10.88480787,10.91601287,10.54511031,10.93711674,10.94019526,11.67037721,12.3692364,13.11501185,13.22535522,12.93772654,12.83827131
Belarus,BLR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17090069,44.44444444,39.13043478,28.12182741,27.01624234,27.97624441,29.55811905,30.39936755,29.47700029,28.19639637,27.04350873,26.5995854,25.96840651,26.65350282,28.55028225,25.3421468,24.99981077,24.90693694,26.18436746,22.45739183,22.51008707,26.42223633,24.78302798,21.99575511,21.08755763,20.6443546,20.15218696,21.6291152,21.2579004,21.63990615,21.47721862
Belize,BLZ,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,16.54438738,13.80105402,18.20489358,15.6210143,12.5998988,14.03774337,15.0753443,12.74025377,11.69362881,13.99766438,13.5988454,12.69311889,11.39727079,10.41389456,10.28072563,9.709163765,9.767877915,9.755295786,10.04841349,9.617758117,9.402363816,9.033707874,9.507687702,8.942974318,8.364474867,7.831334978,7.837859071,7.839357121,10.25805925,11.2053058,12.68562103,11.60340496,12.38713961,13.7197623,12.44703266,10.17994203,8.813063639,7.056820586,6.686225154,6.760656102,5.479884737,6.135546655,7.437907629
Bermuda,BMU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.108038537,2.135436403,1.709412938,1.742233544,1.647653229,,,,,0.855449206,0.703756924,0.597959797,0.51712437,0.480075734,0.514175208,0.431063531,0.463659127,0.487380904,0.511710606,
Bolivia,BOL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,13.26767092,13.537185,12.8708134,12.84821146,12.27811355,12.2906189,12.81577551,12.57490593,12.3853089,13.0517681,12.61261261,14.58333333,7.541899441,12.02229299,11.33509071,16.0343054,18.86875114,17.18108531,17.82811531,16.9854338,16.96302487,17.73056818,17.14140988,16.87257545,16.65789199,16.72941767,16.4255241,14.5202249,13.99206438,13.59412993,13.24110664,13.34477108,13.03542238,12.78444785,12.50745536,11.62694521,11.33160312,11.41491639,11.16847346,11.61672564,11.27002246,10.33846379,10.21420879,9.927811227,9.738327975,10.19119087,10.98422152,10.49350844,10.3431515,10.48950355,10.84437221
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,22.61939356,24.27107831,24.81374066,26.86888227,24.67410681,22.64485966,22.41993072,22.09421049,23.82261982,24.36674443,24.63483283,25.17411121,25.08621275,24.22180569,25.42639239,25.58492255,26.6888978,25.8318072,27.25994707,28.35349386,29.94925717,30.18430948,32.25920381,31.96205941,34.27124672,32.47170292,30.67637055,29.88182259,29.97859217,29.26089573,22.82812988,21.83913795,23.30859863,26.04973645,23.7212337,14.54227915,13.06719124,13.01862537,12.15513719,12.30853333,13.13465959,13.08953794,12.35696267,14.45076456,15.09953016,14.73828113,14.10894587,14.15426481,13.9551769,13.05946215,12.72185961,11.78379767,10.67594231,10.47961229,10.33709739,10.52093745,10.78645112,10.72149801,10.52845738,10.14100394,9.769890055
Barbados,BRB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,8.849873406,9.707502985,10.3285955,10.10777732,10.10902618,9.012770138,8.464970995,8.782571551,9.601769912,9.748984865,8.17989418,7.365884998,6.522753792,6.58804169,5.781908302,10.41265135,9.790846457,8.811957077,8.371084337,7.878437717,7.988338192,7.894404712,7.966169154,7.896223085,7.63011622,7.743095277,7.793419545,7.535812007,8.090045178,7.770358543,7.015316141,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,8.676706674,11.69506208,14.1634197,11.97123119,11.91339011,10.71000968,11.81587326,9.930077511,9.906306504,10.04443679,10.12579786,10.11312772,10.37853415,10.05016463,10.10194282,12.42684186,11.13511832,12.46632369,12.89535583,12.27283841,12.01576806,13.00399851,12.76066131,14.99901127,13.66413864,13.54676414,15.36311712,15.72556812,15.68413351,15.31572793,13.2873789,12.30760947,10.56359666,10.38112523,13.70778364,13.96936834,14.90712574,16.43386474,16.62244602,16.49819515,16.12829908,14.5277354,11.46061786,12.65818411,14.0660942,13.6022193,15.76985851
Bhutan,BTN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,2.990870439,5.904354494,5.821207212,6.652461071,6.668060966,6.153172293,5.340542705,5.913717286,5.530881571,7.759389445,8.029016207,8.855504462,9.165066141,9.215876142,9.508231658,10.75580427,11.70705453,10.22047903,9.553335402,9.055413569,8.486603296,8.63583591,7.648116802,7.407509859,7.423242582,7.315120825,7.814652862,8.349012805,8.599367864,8.39944371,8.93454271,8.494058715,9.059040223,8.530724001,8.338431275,8.202847606,7.641068164,7.507318433,7.431500077,7.10560426,5.946177845
Botswana,BWA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,11.58536585,7.859078591,8.204615988,6.736842105,5.670567057,5.87382161,5.892070485,5.90086546,5.606373562,5.962971868,6.662859318,6.754250386,6.114398422,6.391246549,5.04340018,4.40240131,6.060100167,6.789148845,5.92604114,5.043294746,5.042551687,5.544728496,5.484164267,5.114975805,4.951275841,4.770750175,4.826396512,4.876027389,4.308401383,4.875553146,5.323237407,5.614679582,5.679896114,6.218138708,5.563178689,5.626987325,5.84016042,6.057066481,5.705543083,5.554128172,4.949504722,5.283793173,6.26423056,5.726508406,6.346525905,6.387079017,5.786081588,5.937139029,5.820718518,7.756241558,7.216415393,6.503233827,6.180022646,6.190222535,6.140898384,5.620843292
Central African Republic,CAF,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30696633,18.39649783,19.96856112,23.65146879,21.06138825,17.44322761,19.74492116,19.45417359,18.44042004,18.1315381,18.10101726,17.70327266
Canada,CAN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.04474608,16.2531272,17.07630688,17.02443713,16.03874062,15.70905941,14.66325348,14.29554309,13.37476162,12.58334035,11.90294487,10.61151209,10.06119641,10.02715411,9.955396173,10.02016741,9.588492358,9.426150824,9.975422544,9.928004135,9.684575788,,,
Central Europe and the Baltics,CEB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.06425436,19.8213255,19.61169306,19.02023451,18.31405171,18.44440413,18.35163364,17.73753485,17.99166278,18.64927332,18.41359949,18.59522198,18.41757482,18.03149765,17.23037733,17.66265925,18.40574264,17.82301625,17.63114676,18.53574367,18.81395488,18.96608792,18.33458153,17.96361519,17.55673451,16.92367921
Switzerland,CHE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8525947,19.72841398,19.41625132,19.21674275,19.57217928,19.01358166,18.80496111,18.84564747,18.50773458,18.28654611,17.73256897,18.4593192,18.86736384,18.67009285,18.60463874,18.90833599,19.25143995,19.4635458,19.53766108,18.1598631,18.17478797,18.50022997,18.05733972,18.11999573,17.91988057,17.47439619,17.77137636,17.85868822,18.00590176,18.22485814,18.13983247
Channel Islands,CHI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,21.80539273,22.1665623,23.62413732,23.66262276,24.26504189,23.77588175,22.7739726,23.59336537,25.43562849,25.05648606,25.47120924,24.43474905,23.37573724,27.08737339,29.55125861,20.27668193,23.2627955,21.74438572,22.39440997,21.24062454,21.43177907,22.04064447,19.41029755,20.86921868,22.95815265,21.94615459,17.86772906,17.50823027,18.05861526,18.03498606,18.51202487,19.07638337,18.98709145,19.27130456,19.23869787,19.34987952,16.84096101,16.53346285,16.15007282,16.30661459,16.87983488,17.53165351,17.58288334,17.03162982,15.9522569,14.29119161,12.88765334,11.95569402,11.14487624,11.23565032,10.77252171,11.01153073,10.80546442,11.11553648,11.3188914,11.66119158,10.97575883,10.39632076,10.54097396,10.13971111,9.929367912
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.97506997,32.09392433,32.45232806,32.38335312,32.1194116,31.59623809,31.61282168,32.06479119,31.52857787,30.67100807,30.39644421,28.95167058,28.06944224,28.10893687,27.84101115,26.77472177,26.17590672
Cote d'Ivoire,CIV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,9.139308265,11.08902646,12.19969972,9.741484804,9.239898275,10.29082454,10.33929621,11.09204018,10.15918472,10.23004666,9.394847072,9.40754003,7.640332285,7.684540098,8.128952708,,,,,,,,,,,17.45050761,16.57763404,16.58318699,15.43232606,14.74179,15.04924517,9.802850067,11.22671049,10.41068183,10.87026398,11.15447113,10.7672585,9.797021793,8.889951221,8.792904827,10.28226527,10.02887861,10.31060928,10.20402365,9.627693495,9.001911196,9.22135575,10.31825153,11.85018556,16.85122556,10.84203181,9.018102177,10.11191116,11.96062685,11.7846369,11.19580966
Cameroon,CMR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,9.523809517,9.660449436,9.769865598,9.266408955,9.821744259,10.24513262,10.33470954,10.38133153,10.24067914,9.820913062,10.28907434,10.54151944,8.956829335,8.239871973,8.093082172,8.800170454,9.669339243,11.36939015,11.11153542,11.22065731,11.0044453,11.98209453,12.76192677,13.17584303,14.05006976,14.17621103,14.16681617,13.92983462,16.91058684,16.95158094,16.6691655,16.01316981,15.73851247,15.36409786,15.43274957,14.74026934,14.52944679,15.53069502,15.58054709,15.41079029,15.02614415,15.11457715,15.20996765,14.30569477,14.87929919,14.51997379,15.18908621,15.53277006,15.22873575,14.51402123,14.35005819,13.84153437,13.71294553,13.68501543,12.82578021,13.29065202
"Congo, Dem. Rep.",COD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,8.838558515,6.250000078,5.943002492,5.014597361,9.908318104,19.80768858,21.21679056,18.29840586,17.64150584,16.40353329,15.47259661,17.00603069,14.91703195,18.87568198,16.22164855,15.3588925,15.36134868,15.38523319,15.55441347,17.1286573,18.26439236,19.48703808,18.37662171,20.00933556,18.99122966
"Congo, Rep.",COG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,9.379732224,8.431380784,7.491673141,6.33191619,4.774649014,5.518019144,4.851348983,5.624228471,9.644565183,8.653424468,8.636875569,6.860816065,8.346456693,8.937166645,7.895414735,7.985791343,7.75683049,8.132929369,6.701546511,5.458434757,6.955916877,5.4647071,3.47655398,4.51105795,5.320917858,6.024214982,4.980047235,6.413569524,6.195278882,6.468566486,5.596268705,6.776695437,5.312176872,5.242004896,4.257282114,5.920856148,5.99121253,7.903723169,10.61295918,11.02414024,7.559838311,8.059074255,
Colombia,COL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,18.96409205,18.74872075,20.1315914,19.92337954,20.01020335,20.6623584,20.37514594,21.37025747,22.72372101,23.18384287,23.2249178,24.17532455,23.8406545,23.2389248,22.46762958,23.26977513,21.31434108,21.21981438,20.98118061,22.11065544,21.3868309,22.47678093,20.31757824,21.15793513,20.88667218,18.03330754,17.90812716,16.84221079,15.83214607,14.99697584,14.76150465,14.40920351,13.78880337,14.05131564,13.84937572,13.93270065,14.13719665,14.03292802,14.23745617,14.41341036,15.99104031,15.97860609,16.15426622,15.37370371,14.78007233,13.9670257,13.21760258,13.08928488,12.6623563,12.26931864,12.40089376,12.29777884,11.40959357,11.15185297,10.9161178,11.01522259
Comoros,COM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,7.383380404,8.438503591,7.280439109,8.700306686,12.60799887,12.57788121,13.50404741,9.568054391,13.24288804,12.72924896,13.05601613,11.73484732,12.18075841,10.09617724,9.262925466,7.196860722,7.544178037,7.004680356,6.408194727,6.453460617,5.80760974,4.542393707,4.845373226,4.922686276,5.432596261,5.444634677,5.684387355,5.800265665,6.386060314,6.546492931,5.932221678,6.13294921,6.74478326,6.637511131,7.347107713
Costa Rica,CRI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,18.16231184,18.71935065,19.14725285,20.13205522,20.77756018,20.39501101,19.69519627,18.99038041,18.73822227,18.30738683,18.59921955,18.94446306,20.33544927,21.85594754,22.49340382,22.08697664,21.32088947,21.33257466,21.27188894,20.35344498,19.37993822,20.56796505,20.70093999,19.71731342,19.07157614,19.00693564,19.14360396,19.45801468,18.94930102,18.67749417,18.31754321,17.42742442,17.39325228,17.10222913,16.88855156,16.86748938,16.48597917,16.1311206,15.13425501,14.15299869,14.57565076,14.29614148,13.87788824,12.84263349,12.28790197,11.60708171,11.60516482,11.73400161,11.92433064,11.75525877,12.49802107
