Entity,Code,Scenario,EntityScenario,TilmanEconomicGroup,WBEconomicGroup,Year,pcgdpthousand2005usd,pcgdpgrowth,laborprodgrowth,fertility,EmploymentServices,EmploymentIndustry
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1983,10.078643380131448,-1.4827794274098214,2.6277133901529264,3.159,NA,NA
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1984,10.131711396230653,-1.6373279675373276,2.404656826877409,3.123,NA,NA
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1985,9.325419925820137,-2.2364771679992645,2.7850058402546205,3.095,NA,NA
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1986,9.856100086812196,-1.391198046603796,3.947219791535101,3.075,NA,NA
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1987,9.957100504549395,0.10590740697924227,5.228039472731308,3.0589999999999997,NA,NA
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1988,9.624141500314055,1.0237860466690396,6.244550189719773,3.042,NA,NA
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1989,8.895740182565277,1.2907683971724815,6.838866895092637,3.022,NA,NA
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1990,8.77676511421383,0.9119617652085253,7.922618478577339,2.997,NA,NA
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1991,9.607005666728472,2.092753871020614,10.37218212029967,2.965,66.75,32.90000153
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1992,10.499832240810436,2.2339690090822493,9.287760243553622,2.925,67.23999786,32.34999847
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1993,11.064501610178294,2.42295845407217,8.522183053007039,2.8789999999999996,69.83000183,29.71999931
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1994,11.61622923110389,2.3606111676376407,7.492209771657105,2.8280000000000003,70.94999695,28.60000038
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1995,11.200809377336334,2.944876636146738,7.845405089677896,2.773,72.29000092,27.09000015
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1996,11.739355587811485,2.6019699335914868,6.682038890554785,2.718,74.23000336,25
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1997,12.601642374564097,0.6792778805107506,4.58792834169335,2.6660000000000004,73.65000153,25.55999947
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1998,12.998205963901567,0.5892734424139875,3.5330908014690796,2.6180000000000003,74.33999634,24.89999962
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,1999,12.477685760185276,0.8432579879720076,2.396023594873768,2.577,75.58000183,23.68000031
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2000,12.298889342718129,1.1161071093085213,1.68176228484315,2.542,76.55000305,22.78000069
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2001,11.68521765203286,2.102151137664856,0.5134560536665421,2.512,77.15000153,22.02000046
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2002,10.35234595284182,2.4167585263824587,-1.0732200667469192,2.4859999999999998,78.80000305,20.21999931
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2003,11.202974894767479,2.0861845774476655,-0.26783193613698325,2.461,76.80999756,21.79000092
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2004,12.139933515786135,1.2000811612744255,-0.5676313944187368,2.438,75.80999756,22.69000053
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2005,13.133614998528897,2.398939862062065,0.9051645899870034,2.416,75.45999908,23.26000023
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2006,14.114782700701166,3.00739390656991,1.5064224264891857,2.397,75.27999878,23.67000008
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2007,15.314350967193974,3.2872179860922794,1.7317729250347873,2.38,74.94999695,23.93000031
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2008,15.852186751001991,4.514444534430272,2.6122350904497638,2.366,74.77999878,24.02000046
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2009,14.832493381013185,3.475319453612714,2.050911557189051,2.355,75.58000183,23.19000053
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2010,16.245651852947862,2.8950613057691794,1.9136458747374756,2.346,75.38999939,23.34000015
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2011,17.121282677942194,1.8827577229063344,1.5339966924922062,2.338,75.38999939,23.96999931
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2012,16.77548463755382,1.3834094132372163,1.4978639794341704,2.33,75.73000336,23.65999985
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2013,17.01001103128257,0.33148484654823157,NA,2.322,75.44000244,23.950000760000002
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2014,16.41941536824302,-0.2644450834218856,NA,2.312,75.29000092,24.15999985
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2015,16.69245887043087,-0.6964585399268102,NA,2.301,76.08000183,23.65999985
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2016,16.155787159234062,NA,NA,2.2880000000000003,76.98999786,22.87999916
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2017,16.43474517740974,NA,NA,2.275,77.5,22.44000053
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2018,15.883068912628756,NA,NA,2.261,77.98999786,21.90999985
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2019,15.397705379605084,NA,NA,2.247,78.09999847,21.84000015
Argentina,ARG,Observations,Argentina Observations,B,Upper-middle income,2020,13.738606102580023,NA,NA,2.233,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1960,11.994227574164075,NA,NA,3.389,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1961,11.805921710586247,NA,NA,3.353,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1962,12.316059413733452,NA,NA,3.303,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1963,12.824485245393586,NA,NA,3.24,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1964,13.437335237765062,NA,NA,3.168,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1965,13.850752201892746,NA,NA,3.09,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1966,13.972295077474799,3.045761470621536,2.2873716525962786,3.011,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1967,14.643348700406692,3.2736870759211842,2.2223399915246134,2.9330000000000003,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1968,15.209978162627246,3.2297915177614662,2.1158752703162174,2.858,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1969,15.773183881873658,2.9374622925906726,1.2271563106284573,2.786,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1970,16.404864460602916,2.6417457524000456,1.3147674545966417,2.713,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1971,16.767781215862,2.6308679283284833,1.7434511179251826,2.636,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1972,16.923561521185476,2.5426041652013143,1.5398137747822929,2.549,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1973,17.56979300755484,2.2648166257460627,1.8134608597945123,2.452,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1974,17.71615801969942,2.276259954225892,1.5358725606857249,2.3480000000000003,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1975,17.96865906404242,2.0036803266216334,1.1804008841838802,2.242,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1976,18.49933922503448,1.8020880833079007,1.4639041382960865,2.142,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1977,18.48136457442023,1.4477895549600066,1.0997037929111835,2.057,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1978,18.7860776991189,1.254236015623812,1.606966905416731,1.989,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1979,19.537589281943134,1.4244333392543373,1.481097799103988,1.9409999999999998,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1980,19.66255590049933,1.6901316009542973,1.930350345609662,1.912,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1981,20.00150645493942,1.6301458584516118,1.5520511888597266,1.8980000000000001,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1982,19.66255590049933,1.669868594545139,1.7710472307954155,1.891,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1983,19.427173571027044,1.9310508477472672,1.874133781821891,1.8869999999999998,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1984,20.550161266545725,2.0192948729255407,1.4560618965177363,1.883,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1985,21.33591027911139,1.6514262634141907,1.1471987571674043,1.8769999999999998,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1986,21.49768213463961,1.4219069223858283,1.259174735588112,1.87,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1987,22.229507195362533,1.500040111303039,1.3710835435011948,1.865,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1988,22.85519622388704,1.9992394551141202,1.864355043848946,1.8630000000000002,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1989,23.458630923079625,2.488697761064299,1.2905019260985762,1.8630000000000002,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1990,23.429529107799414,2.2319096691902542,1.3739982366010242,1.8630000000000002,NA,NA
Australia,AUS,Observations,Australia Observations,A,High income,1991,22.991529669117387,2.196736085919629,1.8382153543702742,1.861,71.13999939,23.51000023
Australia,AUS,Observations,Australia Observations,A,High income,1992,23.589743160274406,2.4426349899304456,2.391467404632646,1.857,71.66000366,23.29000092
Australia,AUS,Observations,Australia Observations,A,High income,1993,24.49900370063225,2.538609420910396,2.04510094044931,1.85,71.58999634,23.299999239999998
Australia,AUS,Observations,Australia Observations,A,High income,1994,25.544691839152232,2.6020943532078378,2.1440445811724067,1.839,71.93000031,23.17000008
Australia,AUS,Observations,Australia Observations,A,High income,1995,26.268719325251546,2.6303010459098726,2.208840487508908,1.825,72.59999847,22.62999916
Australia,AUS,Observations,Australia Observations,A,High income,1996,27.167802789618754,2.807202668611602,2.5199884513078774,1.8090000000000002,73.02999878,22.12999916
Australia,AUS,Observations,Australia Observations,A,High income,1997,28.12432810173463,3.2882996281235344,2.38574076241339,1.7930000000000001,73.23999786,21.85000038
Australia,AUS,Observations,Australia Observations,A,High income,1998,29.390385456785285,3.277522750897824,2.1643202364244836,1.778,73.65000153,21.51000023
Australia,AUS,Observations,Australia Observations,A,High income,1999,30.42938873714825,3.2421599543195505,2.0515003006485504,1.767,73.90000153,21.15999985
Australia,AUS,Observations,Australia Observations,A,High income,2000,31.329858817419993,3.0854774150809554,2.2728549691567035,1.7619999999999998,73.52999878,21.62000084
Australia,AUS,Observations,Australia Observations,A,High income,2001,31.90585221667482,2.9919242017873167,2.112512168596169,1.766,74.51000214,20.73999977
Australia,AUS,Observations,Australia Observations,A,High income,2002,33.01093373643874,2.9760000169015677,1.6903630007358152,1.781,74.69999695,20.92000008
Australia,AUS,Observations,Australia Observations,A,High income,2003,33.82971330934744,2.741198144970003,1.562741819017045,1.804,75.19999695,20.87999916
Australia,AUS,Observations,Australia Observations,A,High income,2004,34.99726957903202,2.3949524591281928,1.3107686966069887,1.834,75.01999664,21.23999977
Australia,AUS,Observations,Australia Observations,A,High income,2005,35.867516568199505,2.2231645729979457,1.6210406805382327,1.867,75.29000092,21.12999916
Australia,AUS,Observations,Australia Observations,A,High income,2006,36.50650683817856,2.103411655409706,1.8949234157701333,1.8980000000000001,75.30999756,21.28000069
Australia,AUS,Observations,Australia Observations,A,High income,2007,37.68991503783342,2.1070627748519875,1.7043305101752246,1.923,75.5,21.18000031
Australia,AUS,Observations,Australia Observations,A,High income,2008,38.02206946246984,1.8459440943788314,1.8229428658549454,1.9380000000000002,75.06999969,21.62000084
Australia,AUS,Observations,Australia Observations,A,High income,2009,38.24880684093241,1.7411531980230277,1.7200365199482093,1.942,75.62999725,21.13999939
Australia,AUS,Observations,Australia Observations,A,High income,2010,38.85967106237889,1.5252815549377226,1.0718322235470736,1.936,75.79000092,20.97999954
Australia,AUS,Observations,Australia Observations,A,High income,2011,39.48602772078335,1.39327265968723,1.1293360377076522,1.922,76.34999847,20.82999992
Australia,AUS,Observations,Australia Observations,A,High income,2012,40.228124010428694,1.3106889622987217,1.2283105596908959,1.905,76.48999786,20.70999908
Australia,AUS,Observations,Australia Observations,A,High income,2013,40.44296388205613,1.1243703826249578,NA,1.8869999999999998,76.93000031,20.450000760000002
Australia,AUS,Observations,Australia Observations,A,High income,2014,40.97107623581758,1.1006307121613506,NA,1.871,76.91999817,20.29000092
Australia,AUS,Observations,Australia Observations,A,High income,2015,41.390484750150016,0.9062212694375611,NA,1.858,77.97000122,19.38999939
Australia,AUS,Observations,Australia Observations,A,High income,2016,41.80818139299537,NA,NA,1.8459999999999999,78.01999664,19.36000061
Australia,AUS,Observations,Australia Observations,A,High income,2017,42.168196526083875,NA,NA,1.8359999999999999,77.97000122,19.43000031
Australia,AUS,Observations,Australia Observations,A,High income,2018,42.65196284897275,NA,NA,1.825,77.5,19.88999939
Australia,AUS,Observations,Australia Observations,A,High income,2019,42.91563212704382,NA,NA,1.815,78.37999725,19.05999947
Australia,AUS,Observations,Australia Observations,A,High income,2020,42.258127650273025,NA,NA,1.806,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1960,8.894028311078205,NA,NA,2.725,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1961,9.314292761154174,NA,NA,2.759,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1962,9.48205616688715,NA,NA,2.778,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1963,9.803888006456527,NA,NA,2.78,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1964,10.324296938526158,NA,NA,2.765,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1965,10.551975846306624,NA,NA,2.7310000000000003,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1966,11.067249163915042,4.070059588571897,4.787438466298106,2.677,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1967,11.319750208258037,4.145412582103101,4.8265101294875175,2.6060000000000003,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1968,11.762268987665932,4.366239825161882,4.872991076174436,2.52,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1969,12.458144747160357,4.399165184725891,4.630860017618342,2.4219999999999997,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1970,13.298673647312297,3.9196746031830383,4.26046042936991,2.3169999999999997,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1971,13.916659254144985,4.144283081781884,4.100392414593721,2.207,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1972,14.695560780762364,4.12300653731671,3.8567466836472284,2.0980000000000003,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1973,15.328097295235155,3.8924274659133515,3.3597270288308825,1.992,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1974,15.905853922121672,4.041953772942905,3.179454449885463,1.8940000000000001,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1975,15.889591142994496,3.727383457674687,2.7593965826986326,1.8090000000000002,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1976,16.646238340279947,3.1064422082039016,2.271292215718165,1.74,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1977,17.41829238094904,2.853410601109915,2.0536692770026606,1.6869999999999998,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1978,17.369504043567513,2.635918475655773,1.7630893964727128,1.6480000000000001,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1979,18.34783859842868,2.281291689732067,1.3915165274335208,1.621,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1980,18.77238272722233,2.1395345832185084,1.3891545411005184,1.604,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1981,18.71589096814898,2.349575364410127,1.7226530709571768,1.591,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1982,19.047994036640784,2.065524361227323,1.8719598095447927,1.577,NA,NA
Austria,AUT,Observations,Austria Observations,A,High income,1983,19.638589699680335,1.9114991604640736,2.131249875087619,1.56,NA,NA
