database,Entity,Code,Scenario,Year,projectedpcgdpgrowth,EntityScenario,Method,pcgdpgrowth,growtherror
IMF,Low income,WBGroups,1-year projections,2010,2.9987141762533476,Low income IMF 1-year projections,IMF,3.672194660599443,-0.6734804843460953
IMF,Low income,WBGroups,2-year projections,2011,2.3477348611319115,Low income IMF 2-year projections,IMF,2.665970191549544,-0.3182353304176324
IMF,Low income,WBGroups,3-year projections,2012,3.1406267335441385,Low income IMF 3-year projections,IMF,0.7606235537786193,2.3800031797655192
IMF,Low income,WBGroups,4-year projections,2013,3.364333538466102,Low income IMF 4-year projections,IMF,3.901250778391105,-0.5369172399250028
IMF,Low income,WBGroups,5-year projections,2014,3.4317299499978304,Low income IMF 5-year projections,IMF,3.7526898021490007,-0.3209598521511703
IMF,Lower-middle income,WBGroups,1-year projections,2010,3.610921250746202,Lower-middle income IMF 1-year projections,IMF,5.59447917691982,-1.983557926173618
IMF,Lower-middle income,WBGroups,2-year projections,2011,3.3992486194149407,Lower-middle income IMF 2-year projections,IMF,4.233967391517268,-0.8347187721023275
IMF,Lower-middle income,WBGroups,3-year projections,2012,4.2385694691068565,Lower-middle income IMF 3-year projections,IMF,2.4876562045639483,1.7509132645429082
IMF,Lower-middle income,WBGroups,4-year projections,2013,4.893033831143967,Lower-middle income IMF 4-year projections,IMF,3.4146592742746673,1.4783745568692996
IMF,Lower-middle income,WBGroups,5-year projections,2014,4.893344952463252,Lower-middle income IMF 5-year projections,IMF,4.0741035848879115,0.8192413675753407
IMF,Upper-middle income,WBGroups,1-year projections,2010,5.114935145783228,Upper-middle income IMF 1-year projections,IMF,8.141443490621247,-3.0265083448380192
IMF,Upper-middle income,WBGroups,2-year projections,2011,5.086738952598147,Upper-middle income IMF 2-year projections,IMF,4.898252279818438,0.18848667277970854
IMF,Upper-middle income,WBGroups,3-year projections,2012,5.957276388028454,Upper-middle income IMF 3-year projections,IMF,3.7531378310351915,2.2041385569932626
IMF,Upper-middle income,WBGroups,4-year projections,2013,6.43824417540646,Upper-middle income IMF 4-year projections,IMF,3.56751564659481,2.87072852881165
IMF,Upper-middle income,WBGroups,5-year projections,2014,6.288616172325412,Upper-middle income IMF 5-year projections,IMF,2.954630824807003,3.333985347518409
IMF,High income,WBGroups,1-year projections,2011,0.8903893577636879,High income IMF 1-year projections,IMF,2.0290460076479278,-1.1386566498842399
IMF,High income,WBGroups,2-year projections,2012,1.504416618620752,High income IMF 2-year projections,IMF,0.8526729779117392,0.6517436407090127
IMF,High income,WBGroups,3-year projections,2013,1.7634640479876396,High income IMF 3-year projections,IMF,0.8301676582282536,0.933296389759386
IMF,High income,WBGroups,4-year projections,2014,1.8145928192470961,High income IMF 4-year projections,IMF,1.3730603162225297,0.4415325030245665
IMF,High income,WBGroups,5-year projections,2015,2.635911024812998,High income IMF 5-year projections,IMF,1.5854653151381903,1.0504457096748077
IMF,Low income,WBGroups,1-year projections,2011,2.6778498487141533,Low income IMF 1-year projections,IMF,2.665970191549544,0.01187965716460937
IMF,Low income,WBGroups,2-year projections,2012,3.318292514610821,Low income IMF 2-year projections,IMF,0.7606235537786193,2.557668960832202
IMF,Low income,WBGroups,3-year projections,2013,3.2754737389891098,Low income IMF 3-year projections,IMF,3.901250778391105,-0.6257770394019952
IMF,Low income,WBGroups,4-year projections,2014,3.365892743991594,Low income IMF 4-year projections,IMF,3.7526898021490007,-0.3867970581574065
IMF,Low income,WBGroups,5-year projections,2015,4.314563183315112,Low income IMF 5-year projections,IMF,1.8715118015045773,2.443051381810535
IMF,Lower-middle income,WBGroups,1-year projections,2011,3.910689145067181,Lower-middle income IMF 1-year projections,IMF,4.233967391517268,-0.3232782464500872
IMF,Lower-middle income,WBGroups,2-year projections,2012,4.119667679846728,Lower-middle income IMF 2-year projections,IMF,2.4876562045639483,1.6320114752827797
IMF,Lower-middle income,WBGroups,3-year projections,2013,4.640773952556998,Lower-middle income IMF 3-year projections,IMF,3.4146592742746673,1.2261146782823307
IMF,Lower-middle income,WBGroups,4-year projections,2014,4.793810800626375,Lower-middle income IMF 4-year projections,IMF,4.0741035848879115,0.7197072157384632
IMF,Lower-middle income,WBGroups,5-year projections,2015,5.708791249076839,Lower-middle income IMF 5-year projections,IMF,3.8823500914407783,1.8264411576360606
IMF,Upper-middle income,WBGroups,1-year projections,2011,5.034818406826069,Upper-middle income IMF 1-year projections,IMF,4.898252279818438,0.13656612700763127
IMF,Upper-middle income,WBGroups,2-year projections,2012,5.41482665004569,Upper-middle income IMF 2-year projections,IMF,3.7531378310351915,1.6616888190104984
IMF,Upper-middle income,WBGroups,3-year projections,2013,5.747977376912772,Upper-middle income IMF 3-year projections,IMF,3.56751564659481,2.180461730317962
IMF,Upper-middle income,WBGroups,4-year projections,2014,5.914239083499062,Upper-middle income IMF 4-year projections,IMF,2.954630824807003,2.959608258692059
IMF,Upper-middle income,WBGroups,5-year projections,2015,6.858129571837068,Upper-middle income IMF 5-year projections,IMF,1.8660897363004914,4.992039835536577
IMF,High income,WBGroups,1-year projections,2012,0.5182516296882156,High income IMF 1-year projections,IMF,0.8526729779117392,-0.33442134822352365
IMF,High income,WBGroups,2-year projections,2013,0.7310357509688004,High income IMF 2-year projections,IMF,0.8301676582282536,-0.0991319072594532
IMF,High income,WBGroups,3-year projections,2014,1.0911050616561724,High income IMF 3-year projections,IMF,1.3730603162225297,-0.2819552545663573
IMF,High income,WBGroups,4-year projections,2015,2.3077435019635217,High income IMF 4-year projections,IMF,1.5854653151381903,0.7222781868253314
IMF,High income,WBGroups,5-year projections,2016,2.551372100752225,High income IMF 5-year projections,IMF,0.8373419284703587,1.7140301722818663
IMF,Low income,WBGroups,1-year projections,2012,1.5234473571726248,Low income IMF 1-year projections,IMF,0.7606235537786193,0.7628238033940055
IMF,Low income,WBGroups,2-year projections,2013,1.6967968970093672,Low income IMF 2-year projections,IMF,3.901250778391105,-2.204453881381738
IMF,Low income,WBGroups,3-year projections,2014,1.961859535235444,Low income IMF 3-year projections,IMF,3.7526898021490007,-1.7908302669135567
IMF,Low income,WBGroups,4-year projections,2015,3.401713230527026,Low income IMF 4-year projections,IMF,1.8715118015045773,1.5302014290224486
IMF,Low income,WBGroups,5-year projections,2016,3.8022832628204384,Low income IMF 5-year projections,IMF,1.4021534146751835,2.400129848145255
IMF,Lower-middle income,WBGroups,1-year projections,2012,3.4518092850918336,Lower-middle income IMF 1-year projections,IMF,2.4876562045639483,0.9641530805278853
IMF,Lower-middle income,WBGroups,2-year projections,2013,3.6302961759590247,Lower-middle income IMF 2-year projections,IMF,3.4146592742746673,0.21563690168435734
IMF,Lower-middle income,WBGroups,3-year projections,2014,4.0050820372945495,Lower-middle income IMF 3-year projections,IMF,4.0741035848879115,-0.06902154759336199
IMF,Lower-middle income,WBGroups,4-year projections,2015,5.20206627529749,Lower-middle income IMF 4-year projections,IMF,3.8823500914407783,1.3197161838567117
IMF,Lower-middle income,WBGroups,5-year projections,2016,5.477506043801839,Lower-middle income IMF 5-year projections,IMF,3.817988936387673,1.6595171074141657
IMF,Upper-middle income,WBGroups,1-year projections,2012,4.724177400439977,Upper-middle income IMF 1-year projections,IMF,3.7531378310351915,0.9710395694047858
IMF,Upper-middle income,WBGroups,2-year projections,2013,4.8481571159006975,Upper-middle income IMF 2-year projections,IMF,3.56751564659481,1.2806414693058876
IMF,Upper-middle income,WBGroups,3-year projections,2014,5.022819672152323,Upper-middle income IMF 3-year projections,IMF,2.954630824807003,2.0681888473453203
IMF,Upper-middle income,WBGroups,4-year projections,2015,6.194185889907544,Upper-middle income IMF 4-year projections,IMF,1.8660897363004914,4.328096153607053
IMF,Upper-middle income,WBGroups,5-year projections,2016,6.5213844433419155,Upper-middle income IMF 5-year projections,IMF,-0.15540252154631062,6.676786964888226
IMF,High income,WBGroups,1-year projections,2013,0.5594702122294848,High income IMF 1-year projections,IMF,0.8301676582282536,-0.27069744599876877
IMF,High income,WBGroups,2-year projections,2014,1.2717343043510354,High income IMF 2-year projections,IMF,1.3730603162225297,-0.10132601187149426
IMF,High income,WBGroups,3-year projections,2015,2.610836364949165,High income IMF 3-year projections,IMF,1.5854653151381903,1.0253710498109747
IMF,High income,WBGroups,4-year projections,2016,2.8904874607713182,High income IMF 4-year projections,IMF,0.8373419284703587,2.0531455323009595
IMF,High income,WBGroups,5-year projections,2017,2.272352555442403,High income IMF 5-year projections,IMF,1.8490068871193088,0.42334566832309406
IMF,Low income,WBGroups,1-year projections,2013,3.0709049579435543,Low income IMF 1-year projections,IMF,3.901250778391105,-0.8303458204475507
IMF,Low income,WBGroups,2-year projections,2014,2.5497142599959055,Low income IMF 2-year projections,IMF,3.7526898021490007,-1.2029755421530952
IMF,Low income,WBGroups,3-year projections,2015,3.9950598271702553,Low income IMF 3-year projections,IMF,1.8715118015045773,2.123548025665678
IMF,Low income,WBGroups,4-year projections,2016,4.262334589301808,Low income IMF 4-year projections,IMF,1.4021534146751835,2.860181174626625
IMF,Low income,WBGroups,5-year projections,2017,3.706366604258804,Low income IMF 5-year projections,IMF,1.970015337998443,1.7363512662603608
IMF,Lower-middle income,WBGroups,1-year projections,2013,3.0449578607083083,Lower-middle income IMF 1-year projections,IMF,3.4146592742746673,-0.369701413566359
IMF,Lower-middle income,WBGroups,2-year projections,2014,3.4280543571085786,Lower-middle income IMF 2-year projections,IMF,4.0741035848879115,-0.6460492277793328
IMF,Lower-middle income,WBGroups,3-year projections,2015,4.752971736418665,Lower-middle income IMF 3-year projections,IMF,3.8823500914407783,0.870621644977887
IMF,Lower-middle income,WBGroups,4-year projections,2016,5.104271610368372,Lower-middle income IMF 4-year projections,IMF,3.817988936387673,1.2862826739806987
IMF,Lower-middle income,WBGroups,5-year projections,2017,4.543659736997263,Lower-middle income IMF 5-year projections,IMF,3.951853818239859,0.5918059187574043
IMF,Upper-middle income,WBGroups,1-year projections,2013,4.883153789304018,Upper-middle income IMF 1-year projections,IMF,3.56751564659481,1.3156381427092079
IMF,Upper-middle income,WBGroups,2-year projections,2014,5.09775903309162,Upper-middle income IMF 2-year projections,IMF,2.954630824807003,2.143128208284617
IMF,Upper-middle income,WBGroups,3-year projections,2015,6.167007544202896,Upper-middle income IMF 3-year projections,IMF,1.8660897363004914,4.300917807902405
IMF,Upper-middle income,WBGroups,4-year projections,2016,6.423845781502457,Upper-middle income IMF 4-year projections,IMF,-0.15540252154631062,6.579248303048768
IMF,Upper-middle income,WBGroups,5-year projections,2017,5.845132333552172,Upper-middle income IMF 5-year projections,IMF,1.6494209000249338,4.195711433527238
IMF,High income,WBGroups,1-year projections,2014,1.3207639397494475,High income IMF 1-year projections,IMF,1.3730603162225297,-0.05229637647308216
IMF,High income,WBGroups,2-year projections,2015,2.9445852086491087,High income IMF 2-year projections,IMF,1.5854653151381903,1.3591198935109183
IMF,High income,WBGroups,3-year projections,2016,3.1014680964402075,High income IMF 3-year projections,IMF,0.8373419284703587,2.264126167969849
IMF,High income,WBGroups,4-year projections,2017,2.2509595341833943,High income IMF 4-year projections,IMF,1.8490068871193088,0.4019526470640855
IMF,High income,WBGroups,5-year projections,2018,1.6140531576352757,High income IMF 5-year projections,IMF,1.7789275333970789,-0.1648743757618032
IMF,Low income,WBGroups,1-year projections,2014,4.218241138840373,Low income IMF 1-year projections,IMF,3.7526898021490007,0.46555133669137216
IMF,Low income,WBGroups,2-year projections,2015,4.774423527137461,Low income IMF 2-year projections,IMF,1.8715118015045773,2.902911725632884
IMF,Low income,WBGroups,3-year projections,2016,4.28048072644609,Low income IMF 3-year projections,IMF,1.4021534146751835,2.8783273117709065
IMF,Low income,WBGroups,4-year projections,2017,3.660502603001081,Low income IMF 4-year projections,IMF,1.970015337998443,1.6904872650026381
IMF,Low income,WBGroups,5-year projections,2018,3.1034680730877895,Low income IMF 5-year projections,IMF,0.8679734097518821,2.235494663335907
IMF,Lower-middle income,WBGroups,1-year projections,2014,2.8339293259902476,Lower-middle income IMF 1-year projections,IMF,4.0741035848879115,-1.2401742588976639
IMF,Lower-middle income,WBGroups,2-year projections,2015,4.701470206132363,Lower-middle income IMF 2-year projections,IMF,3.8823500914407783,0.819120114691585
IMF,Lower-middle income,WBGroups,3-year projections,2016,4.83768174730308,Lower-middle income IMF 3-year projections,IMF,3.817988936387673,1.0196928109154069
IMF,Lower-middle income,WBGroups,4-year projections,2017,4.103532172005053,Lower-middle income IMF 4-year projections,IMF,3.951853818239859,0.15167835376519445
IMF,Lower-middle income,WBGroups,5-year projections,2018,3.651560209068805,Lower-middle income IMF 5-year projections,IMF,3.49396882256936,0.15759138649944493
IMF,Upper-middle income,WBGroups,1-year projections,2014,4.351670416046005,Upper-middle income IMF 1-year projections,IMF,2.954630824807003,1.3970395912390021
IMF,Upper-middle income,WBGroups,2-year projections,2015,5.674647108811293,Upper-middle income IMF 2-year projections,IMF,1.8660897363004914,3.8085573725108013
IMF,Upper-middle income,WBGroups,3-year projections,2016,5.750040983207683,Upper-middle income IMF 3-year projections,IMF,-0.15540252154631062,5.905443504753993
IMF,Upper-middle income,WBGroups,4-year projections,2017,4.9228554183800455,Upper-middle income IMF 4-year projections,IMF,1.6494209000249338,3.2734345183551117
IMF,Upper-middle income,WBGroups,5-year projections,2018,4.41969424411468,Upper-middle income IMF 5-year projections,IMF,2.1960526601461527,2.2236415839685275
IMF,High income,WBGroups,1-year projections,2015,2.7281142789071566,High income IMF 1-year projections,IMF,1.5854653151381903,1.1426489637689663
IMF,High income,WBGroups,2-year projections,2016,2.8591085040927666,High income IMF 2-year projections,IMF,0.8373419284703587,2.021766575622408
IMF,High income,WBGroups,3-year projections,2017,2.19257597557867,High income IMF 3-year projections,IMF,1.8490068871193088,0.3435690884593612
IMF,High income,WBGroups,4-year projections,2018,1.6324533213992964,High income IMF 4-year projections,IMF,1.7789275333970789,-0.14647421199778243
IMF,High income,WBGroups,5-year projections,2019,2.177493429000066,High income IMF 5-year projections,IMF,1.2001546977453703,0.9773387312546955
IMF,Low income,WBGroups,1-year projections,2015,4.396392566925478,Low income IMF 1-year projections,IMF,1.8715118015045773,2.5248807654209005
IMF,Low income,WBGroups,2-year projections,2016,4.663468964457618,Low income IMF 2-year projections,IMF,1.4021534146751835,3.2613155497824344
IMF,Low income,WBGroups,3-year projections,2017,3.8789025195646865,Low income IMF 3-year projections,IMF,1.970015337998443,1.9088871815662434
IMF,Low income,WBGroups,4-year projections,2018,3.159492996567881,Low income IMF 4-year projections,IMF,0.8679734097518821,2.2915195868159985
IMF,Low income,WBGroups,5-year projections,2019,3.5875921945637934,Low income IMF 5-year projections,IMF,1.679180812559422,1.9084113820043713
IMF,Lower-middle income,WBGroups,1-year projections,2015,4.630601517888877,Lower-middle income IMF 1-year projections,IMF,3.8823500914407783,0.7482514264480988
IMF,Lower-middle income,WBGroups,2-year projections,2016,4.842517430488691,Lower-middle income IMF 2-year projections,IMF,3.817988936387673,1.024528494101018
IMF,Lower-middle income,WBGroups,3-year projections,2017,4.2981871704006025,Lower-middle income IMF 3-year projections,IMF,3.951853818239859,0.3463333521607437
IMF,Lower-middle income,WBGroups,4-year projections,2018,3.860852798685066,Lower-middle income IMF 4-year projections,IMF,3.49396882256936,0.3668839761157061
IMF,Lower-middle income,WBGroups,5-year projections,2019,4.442950520724054,Lower-middle income IMF 5-year projections,IMF,2.1314517037442915,2.3114988169797623
IMF,Upper-middle income,WBGroups,1-year projections,2015,4.753293247834378,Upper-middle income IMF 1-year projections,IMF,1.8660897363004914,2.8872035115338868
IMF,Upper-middle income,WBGroups,2-year projections,2016,5.092957061284942,Upper-middle income IMF 2-year projections,IMF,-0.15540252154631062,5.248359582831252
IMF,Upper-middle income,WBGroups,3-year projections,2017,4.413843576407039,Upper-middle income IMF 3-year projections,IMF,1.6494209000249338,2.7644226763821056
IMF,Upper-middle income,WBGroups,4-year projections,2018,3.8972669117294245,Upper-middle income IMF 4-year projections,IMF,2.1960526601461527,1.7012142515832718
IMF,Upper-middle income,WBGroups,5-year projections,2019,4.511202523410596,Upper-middle income IMF 5-year projections,IMF,3.210679351900758,1.3005231715098375
IMF,High income,WBGroups,1-year projections,2016,1.8594828151289988,High income IMF 1-year projections,IMF,0.8373419284703587,1.0221408866586401
IMF,High income,WBGroups,2-year projections,2017,1.6148107775812548,High income IMF 2-year projections,IMF,1.8490068871193088,-0.23419610953805403
IMF,High income,WBGroups,3-year projections,2018,1.3611266941406797,High income IMF 3-year projections,IMF,1.7789275333970789,-0.4178008392563992
IMF,High income,WBGroups,4-year projections,2019,1.9958376588565585,High income IMF 4-year projections,IMF,1.2001546977453703,0.7956829611111882
IMF,High income,WBGroups,5-year projections,2020,1.6702912730364616,High income IMF 5-year projections,IMF,-3.1033493321284578,4.773640605164919
IMF,Low income,WBGroups,1-year projections,2016,2.9583312422482244,Low income IMF 1-year projections,IMF,1.4021534146751835,1.556177827573041
IMF,Low income,WBGroups,2-year projections,2017,3.402996517623258,Low income IMF 2-year projections,IMF,1.970015337998443,1.4329811796248149
IMF,Low income,WBGroups,3-year projections,2018,3.120575872915321,Low income IMF 3-year projections,IMF,0.8679734097518821,2.2526024631634387
IMF,Low income,WBGroups,4-year projections,2019,4.083397065526828,Low income IMF 4-year projections,IMF,1.679180812559422,2.404216252967406
IMF,Low income,WBGroups,5-year projections,2020,4.214068998325082,Low income IMF 5-year projections,IMF,-1.5306751277281205,5.744744126053202
IMF,Lower-middle income,WBGroups,1-year projections,2016,4.4049992523477854,Lower-middle income IMF 1-year projections,IMF,3.817988936387673,0.5870103159601125
IMF,Lower-middle income,WBGroups,2-year projections,2017,4.296920915548874,Lower-middle income IMF 2-year projections,IMF,3.951853818239859,0.3450670973090153
IMF,Lower-middle income,WBGroups,3-year projections,2018,4.212820332145029,Lower-middle income IMF 3-year projections,IMF,3.49396882256936,0.7188515095756687
IMF,Lower-middle income,WBGroups,4-year projections,2019,5.043906114953423,Lower-middle income IMF 4-year projections,IMF,2.1314517037442915,2.912454411209131
IMF,Lower-middle income,WBGroups,5-year projections,2020,4.870450593758413,Lower-middle income IMF 5-year projections,IMF,-5.6396796164671414,10.510130210225554
IMF,Upper-middle income,WBGroups,1-year projections,2016,3.3472616412293377,Upper-middle income IMF 1-year projections,IMF,-0.15540252154631062,3.5026641627756483
IMF,Upper-middle income,WBGroups,2-year projections,2017,3.564397478597847,Upper-middle income IMF 2-year projections,IMF,1.6494209000249338,1.9149765785729134
IMF,Upper-middle income,WBGroups,3-year projections,2018,3.485257148657084,Upper-middle income IMF 3-year projections,IMF,2.1960526601461527,1.289204488510931
IMF,Upper-middle income,WBGroups,4-year projections,2019,4.4111885536331386,Upper-middle income IMF 4-year projections,IMF,3.210679351900758,1.2005092017323804
IMF,Upper-middle income,WBGroups,5-year projections,2020,4.243882617049977,Upper-middle income IMF 5-year projections,IMF,-1.5959587971159817,5.839841414165958
IMF,High income,WBGroups,1-year projections,2017,1.555243614165036,High income IMF 1-year projections,IMF,1.8490068871193088,-0.29376327295427274
IMF,High income,WBGroups,2-year projections,2018,1.3100478525279513,High income IMF 2-year projections,IMF,1.7789275333970789,-0.46887968086912757
IMF,High income,WBGroups,3-year projections,2019,1.8044388768929664,High income IMF 3-year projections,IMF,1.2001546977453703,0.6042841791475961
IMF,High income,WBGroups,4-year projections,2020,1.3773539296362713,High income IMF 4-year projections,IMF,-3.1033493321284578,4.480703261764729
IMF,High income,WBGroups,5-year projections,2021,1.3561773986916492,High income IMF 5-year projections,IMF,NA,NA
IMF,Low income,WBGroups,1-year projections,2017,2.245493495164652,Low income IMF 1-year projections,IMF,1.970015337998443,0.27547815716620905
IMF,Low income,WBGroups,2-year projections,2018,2.452196612833113,Low income IMF 2-year projections,IMF,0.8679734097518821,1.5842232030812309
IMF,Low income,WBGroups,3-year projections,2019,3.297029954712105,Low income IMF 3-year projections,IMF,1.679180812559422,1.617849142152683
IMF,Low income,WBGroups,4-year projections,2020,2.894365697144785,Low income IMF 4-year projections,IMF,-1.5306751277281205,4.425040824872905
IMF,Low income,WBGroups,5-year projections,2021,2.961357203827397,Low income IMF 5-year projections,IMF,NA,NA
IMF,Lower-middle income,WBGroups,1-year projections,2017,4.382555215100581,Lower-middle income IMF 1-year projections,IMF,3.951853818239859,0.43070139686072206
IMF,Lower-middle income,WBGroups,2-year projections,2018,4.271325420827488,Lower-middle income IMF 2-year projections,IMF,3.49396882256936,0.7773565982581276
IMF,Lower-middle income,WBGroups,3-year projections,2019,5.053924223021866,Lower-middle income IMF 3-year projections,IMF,2.1314517037442915,2.9224725192775747
IMF,Lower-middle income,WBGroups,4-year projections,2020,4.881559864602991,Lower-middle income IMF 4-year projections,IMF,-5.6396796164671414,10.521239481070133
IMF,Lower-middle income,WBGroups,5-year projections,2021,4.930882690457672,Lower-middle income IMF 5-year projections,IMF,NA,NA
IMF,Upper-middle income,WBGroups,1-year projections,2017,3.7762231373291044,Upper-middle income IMF 1-year projections,IMF,1.6494209000249338,2.1268022373041706
IMF,Upper-middle income,WBGroups,2-year projections,2018,3.563937470832279,Upper-middle income IMF 2-year projections,IMF,2.1960526601461527,1.3678848106861263
IMF,Upper-middle income,WBGroups,3-year projections,2019,4.292196840871654,Upper-middle income IMF 3-year projections,IMF,3.210679351900758,1.0815174889708956
IMF,Upper-middle income,WBGroups,4-year projections,2020,4.017487842390111,Upper-middle income IMF 4-year projections,IMF,-1.5959587971159817,5.613446639506092
IMF,Upper-middle income,WBGroups,5-year projections,2021,3.9998098791873105,Upper-middle income IMF 5-year projections,IMF,NA,NA
