"Last_Year","Year_IC","Year","Method","Income","pcGDP"
1980,2020,2063,"Kuznets","Low income",9.7478923616875
1980,2020,2064,"Kuznets","Low income",10.1642139320993
1980,2020,2065,"Kuznets","Low income",10.5907478022604
1980,2020,2066,"Kuznets","Low income",11.0270139187827
1980,2020,2067,"Kuznets","Low income",11.472482680443
1980,2020,2068,"Kuznets","Low income",11.9265777170669
1980,2020,2069,"Kuznets","Low income",12.3886791780173
1980,2020,2070,"Kuznets","Low income",12.8581274864003
1980,2020,2071,"Kuznets","Low income",13.3342275066253
1980,2020,2072,"Kuznets","Low income",13.8162530657952
1980,2020,2073,"Kuznets","Low income",14.3034517637216
1980,2020,2074,"Kuznets","Low income",14.7950500022919
1980,2020,2075,"Kuznets","Low income",15.2902581625178
1980,2020,2076,"Kuznets","Low income",15.7882758568815
1980,2020,2077,"Kuznets","Low income",16.2882971855092
1980,2020,2078,"Kuznets","Low income",16.7895159271464
1980,2020,2079,"Kuznets","Low income",17.291130599741
1980,2020,2080,"Kuznets","Low income",17.7923493304732
1980,2020,2081,"Kuznets","Low income",18.292394481108
1980,2020,2082,"Kuznets","Low income",18.79050698136
1980,2020,2083,"Kuznets","Low income",19.2859503303205
1980,2020,2084,"Kuznets","Low income",19.7780142336828
1980,2020,2085,"Kuznets","Low income",20.2660178522918
1980,2020,2086,"Kuznets","Low income",20.7493126452392
1980,2020,2087,"Kuznets","Low income",21.227284798149
1980,2020,2088,"Kuznets","Low income",21.6993572342971
1980,2020,2089,"Kuznets","Low income",22.1649912126556
1980,2020,2090,"Kuznets","Low income",22.6236875227563
1980,2020,2091,"Kuznets","Low income",23.0749872913566
1980,2020,2092,"Kuznets","Low income",23.5184724202283
1980,2020,2093,"Kuznets","Low income",23.9537656779567
1980,2020,2094,"Kuznets","Low income",24.3805304714442
1980,2020,2095,"Kuznets","Low income",24.7984703248825
1980,2020,2096,"Kuznets","Low income",25.2073280953335
1980,2020,2097,"Kuznets","Low income",25.6068849547949
1980,2020,2098,"Kuznets","Low income",25.9969591687835
1980,2020,2099,"Kuznets","Low income",26.3774047011149
1980,2020,2100,"Kuznets","Low income",26.7481096737676
1980,2020,2020,"Kuznets","Lower-middle income",5.92952811704086
1980,2020,2021,"Kuznets","Lower-middle income",6.2171949099133
1980,2020,2022,"Kuznets","Lower-middle income",6.51684825662283
1980,2020,2023,"Kuznets","Lower-middle income",6.82857826750802
1980,2020,2024,"Kuznets","Lower-middle income",7.15242965087085
1980,2020,2025,"Kuznets","Lower-middle income",7.48840018593217
1980,2020,2026,"Kuznets","Lower-middle income",7.8364381785202
1980,2020,2027,"Kuznets","Lower-middle income",8.19644038151921
1980,2020,2028,"Kuznets","Lower-middle income",8.56825035892411
1980,2020,2029,"Kuznets","Lower-middle income",8.95165733852057
1980,2020,2030,"Kuznets","Lower-middle income",9.34639559075285
1980,2020,2031,"Kuznets","Lower-middle income",9.75214436265431
1980,2020,2032,"Kuznets","Lower-middle income",10.1685283860171
1980,2020,2033,"Kuznets","Lower-middle income",10.5951189685281
1980,2020,2034,"Kuznets","Lower-middle income",11.0314356656939
1980,2020,2035,"Kuznets","Lower-middle income",11.4769485203366
1980,2020,2036,"Kuznets","Lower-middle income",11.931080845588
1980,2020,2037,"Kuznets","Lower-middle income",12.3932125169629
1980,2020,2038,"Kuznets","Lower-middle income",12.862683729556
1980,2020,2039,"Kuznets","Lower-middle income",13.338799167951
1980,2020,2040,"Kuznets","Lower-middle income",13.8208325292778
1980,2020,2041,"Kuznets","Lower-middle income",14.308031334195
1980,2020,2042,"Kuznets","Lower-middle income",14.7996219565197
1980,2020,2043,"Kuznets","Lower-middle income",15.2948147998476
1980,2020,2044,"Kuznets","Lower-middle income",15.7928095488059
1980,2020,2045,"Kuznets","Lower-middle income",16.2928004235097
1980,2020,2046,"Kuznets","Lower-middle income",16.793981368251
1980,2020,2047,"Kuznets","Lower-middle income",17.2955511092847
1980,2020,2048,"Kuznets","Lower-middle income",17.7967180216257
1980,2020,2049,"Kuznets","Lower-middle income",18.2967047508048
1980,2020,2050,"Kuznets","Lower-middle income",18.7947525423519
1980,2020,2051,"Kuznets","Lower-middle income",19.2901252391371
1980,2020,2052,"Kuznets","Lower-middle income",19.782112914381
1980,2020,2053,"Kuznets","Lower-middle income",20.2700351159375
1980,2020,2054,"Kuznets","Lower-middle income",20.7532437051379
1980,2020,2055,"Kuznets","Lower-middle income",21.2311252809071
1980,2020,2056,"Kuznets","Lower-middle income",21.7031031868516
1980,2020,2057,"Kuznets","Lower-middle income",22.16863910546
1980,2020,2058,"Kuznets","Lower-middle income",22.6272342493518
1980,2020,2059,"Kuznets","Lower-middle income",23.0784301645919
1980,2020,2060,"Kuznets","Lower-middle income",23.5218091654161
1980,2020,2061,"Kuznets","Lower-middle income",23.9569944232732
1980,2020,2062,"Kuznets","Lower-middle income",24.383649735889
1980,2020,2063,"Kuznets","Lower-middle income",24.8014790041192
1980,2020,2064,"Kuznets","Lower-middle income",25.2102254457314
1980,2020,2065,"Kuznets","Lower-middle income",25.6096705759834
1980,2020,2066,"Kuznets","Lower-middle income",25.99963298502
1980,2020,2067,"Kuznets","Lower-middle income",26.3799669417527
1980,2020,2068,"Kuznets","Lower-middle income",26.7505608530919
1980,2020,2069,"Kuznets","Lower-middle income",27.1113356062397
1980,2020,2070,"Kuznets","Lower-middle income",27.4622428202932
1980,2020,2071,"Kuznets","Lower-middle income",27.8032630317197
1980,2020,2072,"Kuznets","Lower-middle income",28.1344038364089
1980,2020,2073,"Kuznets","Lower-middle income",28.4556980090395
1980,2020,2074,"Kuznets","Lower-middle income",28.767201618471
1980,2020,2075,"Kuznets","Lower-middle income",29.0689921558272
1980,2020,2076,"Kuznets","Lower-middle income",29.3611666899155
1980,2020,2077,"Kuznets","Lower-middle income",29.6438400626608
1980,2020,2078,"Kuznets","Lower-middle income",29.9171431353394
1980,2020,2079,"Kuznets","Lower-middle income",30.1812210946152
1980,2020,2080,"Kuznets","Lower-middle income",30.4362318257001
1980,2020,2081,"Kuznets","Lower-middle income",30.6823443584131
1980,2020,2082,"Kuznets","Lower-middle income",30.9197373904938
1980,2020,2083,"Kuznets","Lower-middle income",31.1485978912387
1980,2020,2084,"Kuznets","Lower-middle income",31.3691197873803
1980,2020,2085,"Kuznets","Lower-middle income",31.5815027321045
1980,2020,2086,"Kuznets","Lower-middle income",31.7859509572142
1980,2020,2087,"Kuznets","Lower-middle income",31.9826722076693
1980,2020,2088,"Kuznets","Lower-middle income",32.1718767570781
1980,2020,2089,"Kuznets","Lower-middle income",32.3537765021617
1980,2020,2090,"Kuznets","Lower-middle income",32.5285841337581
1980,2020,2091,"Kuznets","Lower-middle income",32.6965123815656
1980,2020,2092,"Kuznets","Lower-middle income",32.8577733295439
1980,2020,2093,"Kuznets","Lower-middle income",33.0125777986723
1980,2020,2094,"Kuznets","Lower-middle income",33.1611347936198
1980,2020,2095,"Kuznets","Lower-middle income",33.3036510097878
1980,2020,2096,"Kuznets","Lower-middle income",33.4403303971383
1980,2020,2097,"Kuznets","Lower-middle income",33.5713737772233
1980,2020,2098,"Kuznets","Lower-middle income",33.6969785098583
1980,2020,2099,"Kuznets","Lower-middle income",33.8173382059503
1980,2020,2100,"Kuznets","Lower-middle income",33.9326424830738
1980,2020,2020,"Kuznets","Upper-middle income",12.7079561049658
1980,2020,2021,"Kuznets","Upper-middle income",13.1769783400084
1980,2020,2022,"Kuznets","Upper-middle income",13.652067563916
1980,2020,2023,"Kuznets","Upper-middle income",14.1325312051299
1980,2020,2024,"Kuznets","Upper-middle income",14.6176187613667
1980,2020,2025,"Kuznets","Upper-middle income",15.1065621247224
1980,2020,2026,"Kuznets","Upper-middle income",15.5985806528951
1980,2020,2027,"Kuznets","Upper-middle income",16.0928862722103
1980,2020,2028,"Kuznets","Upper-middle income",16.5886885450374
1980,2020,2029,"Kuznets","Upper-middle income",17.0851996372988
1980,2020,2030,"Kuznets","Upper-middle income",17.5816391261156
1980,2020,2031,"Kuznets","Upper-middle income",18.0772385930134
1980,2020,2032,"Kuznets","Upper-middle income",18.5712459543207
1980,2020,2033,"Kuznets","Upper-middle income",19.0629294872262
1980,2020,2034,"Kuznets","Upper-middle income",19.5515815171937
1980,2020,2035,"Kuznets","Upper-middle income",20.0365217398565
1980,2020,2036,"Kuznets","Upper-middle income",20.5171001579377
1980,2020,2037,"Kuznets","Upper-middle income",20.9926996209727
1980,2020,2038,"Kuznets","Upper-middle income",21.4627379625128
1980,2020,2039,"Kuznets","Upper-middle income",21.9266697359091
1980,2020,2040,"Kuznets","Upper-middle income",22.3839875556283
1980,2020,2041,"Kuznets","Upper-middle income",22.8342230562525
1980,2020,2042,"Kuznets","Upper-middle income",23.2769474858123
1980,2020,2043,"Kuznets","Upper-middle income",23.7117719538733
1980,2020,2044,"Kuznets","Upper-middle income",24.1383473578361
1980,2020,2045,"Kuznets","Upper-middle income",24.5563640132383
1980,2020,2046,"Kuznets","Upper-middle income",24.9655510154846
1980,2020,2047,"Kuznets","Upper-middle income",25.3656753614446
1980,2020,2048,"Kuznets","Upper-middle income",25.7565408597749
1980,2020,2049,"Kuznets","Upper-middle income",26.1379868587329
1980,2020,2050,"Kuznets","Upper-middle income",26.5098868196974
1980,2020,2051,"Kuznets","Upper-middle income",26.8721467636786
1980,2020,2052,"Kuznets","Upper-middle income",27.2247036168482
1980,2020,2053,"Kuznets","Upper-middle income",27.5675234796131
1980,2020,2054,"Kuznets","Upper-middle income",27.9005998420628
1980,2020,2055,"Kuznets","Upper-middle income",28.2239517667848
1980,2020,2056,"Kuznets","Upper-middle income",28.5376220581311
1980,2020,2057,"Kuznets","Upper-middle income",28.8416754350625
1980,2020,2058,"Kuznets","Upper-middle income",29.1361967227482
1980,2020,2059,"Kuznets","Upper-middle income",29.4212890761784
1980,2020,2060,"Kuznets","Upper-middle income",29.697072247196
1980,2020,2061,"Kuznets","Upper-middle income",29.9636809045801
1980,2020,2062,"Kuznets","Upper-middle income",30.2212630151477
1980,2020,2063,"Kuznets","Upper-middle income",30.4699782922823
1980,2020,2064,"Kuznets","Upper-middle income",30.7099967168663
1980,2020,2065,"Kuznets","Upper-middle income",30.9414971342867
1980,2020,2066,"Kuznets","Upper-middle income",31.1646659300025
1980,2020,2067,"Kuznets","Upper-middle income",31.3796957851137
1980,2020,2068,"Kuznets","Upper-middle income",31.5867845124386
1980,2020,2069,"Kuznets","Upper-middle income",31.7861339728005
1980,2020,2070,"Kuznets","Upper-middle income",31.9779490705256
1980,2020,2071,"Kuznets","Upper-middle income",32.1624368265631
1980,2020,2072,"Kuznets","Upper-middle income",32.3398055271468
1980,2020,2073,"Kuznets","Upper-middle income",32.5102639455127
1980,2020,2074,"Kuznets","Upper-middle income",32.6740206338673
1980,2020,2075,"Kuznets","Upper-middle income",32.8312832825549
1980,2020,2076,"Kuznets","Upper-middle income",32.9822581431881
1980,2020,2077,"Kuznets","Upper-middle income",33.1271495123865
1980,2020,2078,"Kuznets","Upper-middle income",33.2661592726937
1980,2020,2079,"Kuznets","Upper-middle income",33.3994864872147
1980,2020,2080,"Kuznets","Upper-middle income",33.5273270445291
1980,2020,2081,"Kuznets","Upper-middle income",33.6498733504717
1980,2020,2082,"Kuznets","Upper-middle income",33.7673140634462
1980,2020,2083,"Kuznets","Upper-middle income",33.8798338700237
1980,2020,2084,"Kuznets","Upper-middle income",33.9876132976873
1980,2020,2085,"Kuznets","Upper-middle income",34.0908285617055
1980,2020,2086,"Kuznets","Upper-middle income",34.1896514432471
1980,2020,2087,"Kuznets","Upper-middle income",34.2842491959915
1980,2020,2088,"Kuznets","Upper-middle income",34.3747844786285
1980,2020,2089,"Kuznets","Upper-middle income",34.4614153107912
1980,2020,2090,"Kuznets","Upper-middle income",34.5442950501091
1980,2020,2091,"Kuznets","Upper-middle income",34.6235723882163
1980,2020,2092,"Kuznets","Upper-middle income",34.6993913636905
1980,2020,2093,"Kuznets","Upper-middle income",34.7718913900421
1980,2020,2094,"Kuznets","Upper-middle income",34.8412072970037
1980,2020,2095,"Kuznets","Upper-middle income",34.9074693835054
1980,2020,2096,"Kuznets","Upper-middle income",34.9708034808444
1980,2020,2097,"Kuznets","Upper-middle income",35.0313310246773
1980,2020,2098,"Kuznets","Upper-middle income",35.089169134578
1980,2020,2099,"Kuznets","Upper-middle income",35.1444307000118
1980,2020,2100,"Kuznets","Upper-middle income",35.1972244716758
1980,2020,2020,"Kuznets_Asymptoting","High income",37.4361559504915
1980,2020,2021,"Kuznets_Asymptoting","High income",38.2163967406959
1980,2020,2022,"Kuznets_Asymptoting","High income",39.0045773916497
1980,2020,2023,"Kuznets_Asymptoting","High income",39.8003038355818
1980,2020,2024,"Kuznets_Asymptoting","High income",40.6034663996608
1980,2020,2025,"Kuznets_Asymptoting","High income",41.414019917139
1980,2020,2026,"Kuznets_Asymptoting","High income",42.2319195125428
1980,2020,2027,"Kuznets_Asymptoting","High income",43.0571206099641
1980,2020,2028,"Kuznets_Asymptoting","High income",43.889578940501
1980,2020,2029,"Kuznets_Asymptoting","High income",44.7292505489037
1980,2020,2030,"Kuznets_Asymptoting","High income",45.5760917994809
1980,2020,2031,"Kuznets_Asymptoting","High income",46.4300593813141
1980,2020,2032,"Kuznets_Asymptoting","High income",47.2911103128289
1980,2020,2033,"Kuznets_Asymptoting","High income",48.1592019457666
1980,2020,2034,"Kuznets_Asymptoting","High income",49.0342919685958
1980,2020,2035,"Kuznets_Asymptoting","High income",49.9163384094063
1980,2020,2036,"Kuznets_Asymptoting","High income",50.8052996383167
1980,2020,2037,"Kuznets_Asymptoting","High income",51.7011343694346
1980,2020,2038,"Kuznets_Asymptoting","High income",52.6038016623972
1980,2020,2039,"Kuznets_Asymptoting","High income",53.5132609235243
1980,2020,2040,"Kuznets_Asymptoting","High income",54.4294719066113
1980,2020,2041,"Kuznets_Asymptoting","High income",55.3523947133879
1980,2020,2042,"Kuznets_Asymptoting","High income",56.281989793667
1980,2020,2043,"Kuznets_Asymptoting","High income",57.2182179452075
1980,2020,2044,"Kuznets_Asymptoting","High income",58.1610403133113
1980,2020,2045,"Kuznets_Asymptoting","High income",59.1104183901755
1980,2020,2046,"Kuznets_Asymptoting","High income",60.0663140140185
1980,2020,2047,"Kuznets_Asymptoting","High income",61.0286893679971
1980,2020,2048,"Kuznets_Asymptoting","High income",61.9975069789313
1980,2020,2049,"Kuznets_Asymptoting","High income",62.9727297158526
1980,2020,2050,"Kuznets_Asymptoting","High income",63.9543207883898
1980,2020,2051,"Kuznets_Asymptoting","High income",64.9422437450057
1980,2020,2052,"Kuznets_Asymptoting","High income",65.9364624710976
1980,2020,2053,"Kuznets_Asymptoting","High income",66.936941186973
1980,2020,2054,"Kuznets_Asymptoting","High income",67.9436444457121
1980,2020,2055,"Kuznets_Asymptoting","High income",68.9565371309271
1980,2020,2056,"Kuznets_Asymptoting","High income",69.975584454427
1980,2020,2057,"Kuznets_Asymptoting","High income",71.0007519537986
1980,2020,2058,"Kuznets_Asymptoting","High income",72.0320054899111
1980,2020,2059,"Kuznets_Asymptoting","High income",73.0693112443516
1980,2020,2060,"Kuznets_Asymptoting","High income",74.1126357168001
1980,2020,2061,"Kuznets_Asymptoting","High income",75.1619457223494
1980,2020,2062,"Kuznets_Asymptoting","High income",76.2172083887779
1980,2020,2063,"Kuznets_Asymptoting","High income",77.2783911537793
1980,2020,2064,"Kuznets_Asymptoting","High income",78.3454617621565
1980,2020,2065,"Kuznets_Asymptoting","High income",79.4183882629834
1980,2020,2066,"Kuznets_Asymptoting","High income",80.4971390067406
1980,2020,2067,"Kuznets_Asymptoting","High income",81.5816826424284
1980,2020,2068,"Kuznets_Asymptoting","High income",82.6719881146619
1980,2020,2069,"Kuznets_Asymptoting","High income",83.7680246607521
1980,2020,2070,"Kuznets_Asymptoting","High income",84.8697618077759
1980,2020,2071,"Kuznets_Asymptoting","High income",85.977169369639
1980,2020,2072,"Kuznets_Asymptoting","High income",87.0902174441346
1980,2020,2073,"Kuznets_Asymptoting","High income",88.2088764100004
1980,2020,2074,"Kuznets_Asymptoting","High income",89.3331169239774
1980,2020,2075,"Kuznets_Asymptoting","High income",90.4629099178716
1980,2020,2076,"Kuznets_Asymptoting","High income",91.5982265956224
1980,2020,2077,"Kuznets_Asymptoting","High income",92.7390384303784
1980,2020,2078,"Kuznets_Asymptoting","High income",93.8853171615837
1980,2020,2079,"Kuznets_Asymptoting","High income",95.0370347920757
1980,2020,2080,"Kuznets_Asymptoting","High income",96.194163585196
1980,2020,2081,"Kuznets_Asymptoting","High income",97.3566760619168
1980,2020,2082,"Kuznets_Asymptoting","High income",98.5245449979827
1980,2020,2083,"Kuznets_Asymptoting","High income",99.6977434210711
1980,2020,2084,"Kuznets_Asymptoting","High income",100.87624460797
1980,2020,2085,"Kuznets_Asymptoting","High income",102.060022081777
1980,2020,2086,"Kuznets_Asymptoting","High income",103.249049609116
1980,2020,2087,"Kuznets_Asymptoting","High income",104.443301197381
1980,2020,2088,"Kuznets_Asymptoting","High income",105.642751091996
1980,2020,2089,"Kuznets_Asymptoting","High income",106.847373773701
1980,2020,2090,"Kuznets_Asymptoting","High income",108.057143955861
1980,2020,2091,"Kuznets_Asymptoting","High income",109.272036581803
1980,2020,2092,"Kuznets_Asymptoting","High income",110.492026822168
1980,2020,2093,"Kuznets_Asymptoting","High income",111.717090072298
1980,2020,2094,"Kuznets_Asymptoting","High income",112.947201949646
1980,2020,2095,"Kuznets_Asymptoting","High income",114.182338291208
1980,2020,2096,"Kuznets_Asymptoting","High income",115.422475150985
1980,2020,2097,"Kuznets_Asymptoting","High income",116.667588797467
1980,2020,2098,"Kuznets_Asymptoting","High income",117.917655711155
1980,2020,2099,"Kuznets_Asymptoting","High income",119.172652582092
1980,2020,2100,"Kuznets_Asymptoting","High income",120.432556307435
1980,2020,2020,"Kuznets_Asymptoting","Low income",1.40614471932278
1980,2020,2021,"Kuznets_Asymptoting","Low income",1.46208381700158
1980,2020,2022,"Kuznets_Asymptoting","Low income",1.52134603456881
1980,2020,2023,"Kuznets_Asymptoting","Low income",1.58413408854905
1980,2020,2024,"Kuznets_Asymptoting","Low income",1.65065219138025
1980,2020,2025,"Kuznets_Asymptoting","Low income",1.72110986626067
1980,2020,2026,"Kuznets_Asymptoting","Low income",1.79572134596538
1980,2020,2027,"Kuznets_Asymptoting","Low income",1.87470490306219
1980,2020,2028,"Kuznets_Asymptoting","Low income",1.95828211870609
1980,2020,2029,"Kuznets_Asymptoting","Low income",2.04667709876625
1980,2020,2030,"Kuznets_Asymptoting","Low income",2.14011564740118
1980,2020,2031,"Kuznets_Asymptoting","Low income",2.23882440928391
1980,2020,2032,"Kuznets_Asymptoting","Low income",2.34302999244286
1980,2020,2033,"Kuznets_Asymptoting","Low income",2.45295808409418
1980,2020,2034,"Kuznets_Asymptoting","Low income",2.56883257188316
1980,2020,2035,"Kuznets_Asymptoting","Low income",2.69087468263343
1980,2020,2036,"Kuznets_Asymptoting","Low income",2.81930215004471
1980,2020,2037,"Kuznets_Asymptoting","Low income",2.95432842182271
1980,2020,2038,"Kuznets_Asymptoting","Low income",3.09616191551898
1980,2020,2039,"Kuznets_Asymptoting","Low income",3.24500533096453
1980,2020,2040,"Kuznets_Asymptoting","Low income",3.40105502566145
1980,2020,2041,"Kuznets_Asymptoting","Low income",3.56450045791641
1980,2020,2042,"Kuznets_Asymptoting","Low income",3.73552370091938
1980,2020,2043,"Kuznets_Asymptoting","Low income",3.91429902944309
1980,2020,2044,"Kuznets_Asymptoting","Low income",4.10099257941127
1980,2020,2045,"Kuznets_Asymptoting","Low income",4.29576207928979
1980,2020,2046,"Kuznets_Asymptoting","Low income",4.49875665112266
1980,2020,2047,"Kuznets_Asymptoting","Low income",4.71011667807787
1980,2020,2048,"Kuznets_Asymptoting","Low income",4.92997373459334
1980,2020,2049,"Kuznets_Asymptoting","Low income",5.15845057461996
1980,2020,2050,"Kuznets_Asymptoting","Low income",5.39566117303659
1980,2020,2051,"Kuznets_Asymptoting","Low income",5.64171081505034
1980,2020,2052,"Kuznets_Asymptoting","Low income",5.89669622827522
1980,2020,2053,"Kuznets_Asymptoting","Low income",6.1607057521867
1980,2020,2054,"Kuznets_Asymptoting","Low income",6.43381953975753
1980,2020,2055,"Kuznets_Asymptoting","Low income",6.71610978627275
1980,2020,2056,"Kuznets_Asymptoting","Low income",7.00764098058013
1980,2020,2057,"Kuznets_Asymptoting","Low income",7.30847017433866
1980,2020,2058,"Kuznets_Asymptoting","Low income",7.61864726516744
1980,2020,2059,"Kuznets_Asymptoting","Low income",7.93821528995607
1980,2020,2060,"Kuznets_Asymptoting","Low income",8.26721072496471
1980,2020,2061,"Kuznets_Asymptoting","Low income",8.60566378970701
1980,2020,2062,"Kuznets_Asymptoting","Low income",8.95359875196594
1980,2020,2063,"Kuznets_Asymptoting","Low income",9.3110342316338
1980,2020,2064,"Kuznets_Asymptoting","Low income",9.67798350139044
