"Bound","Last_Year","Year_IC","Year","Method","Income","pcGDP"
"Lower",2020,2020,2089,"Kuznets","Low income",16.334066377341
"Lower",2020,2020,2090,"Kuznets","Low income",16.7863563654376
"Lower",2020,2020,2091,"Kuznets","Low income",17.2439838385026
"Lower",2020,2020,2092,"Kuznets","Low income",17.7061640484241
"Lower",2020,2020,2093,"Kuznets","Low income",18.172152658584
"Lower",2020,2020,2094,"Kuznets","Low income",18.6412653966169
"Lower",2020,2020,2095,"Kuznets","Low income",19.1121610041568
"Lower",2020,2020,2096,"Kuznets","Low income",19.5855943383292
"Lower",2020,2020,2097,"Kuznets","Low income",20.0604329458919
"Lower",2020,2020,2098,"Kuznets","Low income",20.5364323204322
"Lower",2020,2020,2099,"Kuznets","Low income",21.014360108526
"Lower",2020,2020,2100,"Kuznets","Low income",21.492947208701
"Lower",2020,2020,2020,"Kuznets","Lower-middle income",5.92952811704086
"Lower",2020,2020,2021,"Kuznets","Lower-middle income",6.15481146663155
"Lower",2020,2020,2022,"Kuznets","Lower-middle income",6.38756443595359
"Lower",2020,2020,2023,"Kuznets","Lower-middle income",6.6277858689488
"Lower",2020,2020,2024,"Kuznets","Lower-middle income",6.8755523442292
"Lower",2020,2020,2025,"Kuznets","Lower-middle income",7.13110258825432
"Lower",2020,2020,2026,"Kuznets","Lower-middle income",7.39443768071805
"Lower",2020,2020,2027,"Kuznets","Lower-middle income",7.66576452706668
"Lower",2020,2020,2028,"Kuznets","Lower-middle income",7.9452706037968
"Lower",2020,2020,2029,"Kuznets","Lower-middle income",8.23327049367284
"Lower",2020,2020,2030,"Kuznets","Lower-middle income",8.52966089719631
"Lower",2020,2020,2031,"Kuznets","Lower-middle income",8.83443735036542
"Lower",2020,2020,2032,"Kuznets","Lower-middle income",9.14743944178628
"Lower",2020,2020,2033,"Kuznets","Lower-middle income",9.46855726872542
"Lower",2020,2020,2034,"Kuznets","Lower-middle income",9.79819038086764
"Lower",2020,2020,2035,"Kuznets","Lower-middle income",10.1356659968754
"Lower",2020,2020,2036,"Kuznets","Lower-middle income",10.4808779139429
"Lower",2020,2020,2037,"Kuznets","Lower-middle income",10.8341486606171
"Lower",2020,2020,2038,"Kuznets","Lower-middle income",11.1958540516532
"Lower",2020,2020,2039,"Kuznets","Lower-middle income",11.5656292507086
"Lower",2020,2020,2040,"Kuznets","Lower-middle income",11.9428910584104
"Lower",2020,2020,2041,"Kuznets","Lower-middle income",12.3275505519977
"Lower",2020,2020,2042,"Kuznets","Lower-middle income",12.7193740118828
"Lower",2020,2020,2043,"Kuznets","Lower-middle income",13.1189031308899
"Lower",2020,2020,2044,"Kuznets","Lower-middle income",13.525908526515
"Lower",2020,2020,2045,"Kuznets","Lower-middle income",13.9399981945437
"Lower",2020,2020,2046,"Kuznets","Lower-middle income",14.3604200887859
"Lower",2020,2020,2047,"Kuznets","Lower-middle income",14.7873017114449
"Lower",2020,2020,2048,"Kuznets","Lower-middle income",15.220779508833
"Lower",2020,2020,2049,"Kuznets","Lower-middle income",15.6596840015407
"Lower",2020,2020,2050,"Kuznets","Lower-middle income",16.1034034228782
"Lower",2020,2020,2051,"Kuznets","Lower-middle income",16.5526665590246
"Lower",2020,2020,2052,"Kuznets","Lower-middle income",17.0075783025993
"Lower",2020,2020,2053,"Kuznets","Lower-middle income",17.4674891912288
"Lower",2020,2020,2054,"Kuznets","Lower-middle income",17.9315392872359
"Lower",2020,2020,2055,"Kuznets","Lower-middle income",18.3992019541935
"Lower",2020,2020,2056,"Kuznets","Lower-middle income",18.8690470084669
"Lower",2020,2020,2057,"Kuznets","Lower-middle income",19.3411300493635
"Lower",2020,2020,2058,"Kuznets","Lower-middle income",19.8153052996591
"Lower",2020,2020,2059,"Kuznets","Lower-middle income",20.2907504033168
"Lower",2020,2020,2060,"Kuznets","Lower-middle income",20.7675194414025
"Lower",2020,2020,2061,"Kuznets","Lower-middle income",21.2459925490948
"Lower",2020,2020,2062,"Kuznets","Lower-middle income",21.7244777583635
"Lower",2020,2020,2063,"Kuznets","Lower-middle income",22.2021848792382
"Lower",2020,2020,2064,"Kuznets","Lower-middle income",22.679421176947
"Lower",2020,2020,2065,"Kuznets","Lower-middle income",23.1552832121271
"Lower",2020,2020,2066,"Kuznets","Lower-middle income",23.6288655636555
"Lower",2020,2020,2067,"Kuznets","Lower-middle income",24.0995807884989
"Lower",2020,2020,2068,"Kuznets","Lower-middle income",24.5667832457706
"Lower",2020,2020,2069,"Kuznets","Lower-middle income",25.0304333681458
"Lower",2020,2020,2070,"Kuznets","Lower-middle income",25.4899605681928
"Lower",2020,2020,2071,"Kuznets","Lower-middle income",25.9452969108907
"Lower",2020,2020,2072,"Kuznets","Lower-middle income",26.3960342721806
"Lower",2020,2020,2073,"Kuznets","Lower-middle income",26.8418181336848
"Lower",2020,2020,2074,"Kuznets","Lower-middle income",27.2824931314295
"Lower",2020,2020,2075,"Kuznets","Lower-middle income",27.7183933797047
"Lower",2020,2020,2076,"Kuznets","Lower-middle income",28.1485398787131
"Lower",2020,2020,2077,"Kuznets","Lower-middle income",28.5717950059377
"Lower",2020,2020,2078,"Kuznets","Lower-middle income",28.988934895545
"Lower",2020,2020,2079,"Kuznets","Lower-middle income",29.3998203330984
"Lower",2020,2020,2080,"Kuznets","Lower-middle income",29.8051869460495
"Lower",2020,2020,2081,"Kuznets","Lower-middle income",30.2046119712947
"Lower",2020,2020,2082,"Kuznets","Lower-middle income",30.5975867557857
"Lower",2020,2020,2083,"Kuznets","Lower-middle income",30.9832729706604
"Lower",2020,2020,2084,"Kuznets","Lower-middle income",31.362409052632
"Lower",2020,2020,2085,"Kuznets","Lower-middle income",31.7351316395096
"Lower",2020,2020,2086,"Kuznets","Lower-middle income",32.1012730494072
"Lower",2020,2020,2087,"Kuznets","Lower-middle income",32.460297309659
"Lower",2020,2020,2088,"Kuznets","Lower-middle income",32.8118393005748
"Lower",2020,2020,2089,"Kuznets","Lower-middle income",33.1573019793609
"Lower",2020,2020,2090,"Kuznets","Lower-middle income",33.4951120097156
"Lower",2020,2020,2091,"Kuznets","Lower-middle income",33.8251588700619
"Lower",2020,2020,2092,"Kuznets","Lower-middle income",34.147712594536
"Lower",2020,2020,2093,"Kuznets","Lower-middle income",34.4621039353533
"Lower",2020,2020,2094,"Kuznets","Lower-middle income",34.7680156834996
"Lower",2020,2020,2095,"Kuznets","Lower-middle income",35.0661980692866
"Lower",2020,2020,2096,"Kuznets","Lower-middle income",35.3571491737244
"Lower",2020,2020,2097,"Kuznets","Lower-middle income",35.6404110251147
"Lower",2020,2020,2098,"Kuznets","Lower-middle income",35.9159938045404
"Lower",2020,2020,2099,"Kuznets","Lower-middle income",36.1839864866309
"Lower",2020,2020,2100,"Kuznets","Lower-middle income",36.4445127241396
"Lower",2020,2020,2020,"Kuznets","Upper-middle income",12.7079561049658
"Lower",2020,2020,2021,"Kuznets","Upper-middle income",13.1022663443773
"Lower",2020,2020,2022,"Kuznets","Upper-middle income",13.503922135835
"Lower",2020,2020,2023,"Kuznets","Upper-middle income",13.9126253887814
"Lower",2020,2020,2024,"Kuznets","Upper-middle income",14.3276140121204
"Lower",2020,2020,2025,"Kuznets","Upper-middle income",14.7489258462028
"Lower",2020,2020,2026,"Kuznets","Upper-middle income",15.1768117378126
"Lower",2020,2020,2027,"Kuznets","Upper-middle income",15.6101994262432
"Lower",2020,2020,2028,"Kuznets","Upper-middle income",16.0483400001156
"Lower",2020,2020,2029,"Kuznets","Upper-middle income",16.4918548347594
"Lower",2020,2020,2030,"Kuznets","Upper-middle income",16.9410342791989
"Lower",2020,2020,2031,"Kuznets","Upper-middle income",17.3952434147231
"Lower",2020,2020,2032,"Kuznets","Upper-middle income",17.8536757610743
"Lower",2020,2020,2033,"Kuznets","Upper-middle income",18.315745008343
"Lower",2020,2020,2034,"Kuznets","Upper-middle income",18.7803478698468
"Lower",2020,2020,2035,"Kuznets","Upper-middle income",19.2469520928866
"Lower",2020,2020,2036,"Kuznets","Upper-middle income",19.7158181967052
"Lower",2020,2020,2037,"Kuznets","Upper-middle income",20.1860009519304
"Lower",2020,2020,2038,"Kuznets","Upper-middle income",20.6573128330669
"Lower",2020,2020,2039,"Kuznets","Upper-middle income",21.1305582105629
"Lower",2020,2020,2040,"Kuznets","Upper-middle income",21.6041390002133
"Lower",2020,2020,2041,"Kuznets","Upper-middle income",22.0770242132867
"Lower",2020,2020,2042,"Kuznets","Upper-middle income",22.5494112371628
"Lower",2020,2020,2043,"Kuznets","Upper-middle income",23.0208103380483
"Lower",2020,2020,2044,"Kuznets","Upper-middle income",23.4901485813047
"Lower",2020,2020,2045,"Kuznets","Upper-middle income",23.9567909821078
"Lower",2020,2020,2046,"Kuznets","Upper-middle income",24.4200662940465
"Lower",2020,2020,2047,"Kuznets","Upper-middle income",24.8799316741695
"Lower",2020,2020,2048,"Kuznets","Upper-middle income",25.335824151094
"Lower",2020,2020,2049,"Kuznets","Upper-middle income",25.7876682512366
"Lower",2020,2020,2050,"Kuznets","Upper-middle income",26.2350656449698
"Lower",2020,2020,2051,"Kuznets","Upper-middle income",26.6777008740876
"Lower",2020,2020,2052,"Kuznets","Upper-middle income",27.1152959666138
"Lower",2020,2020,2053,"Kuznets","Upper-middle income",27.5479894242588
"Lower",2020,2020,2054,"Kuznets","Upper-middle income",27.9758009955869
"Lower",2020,2020,2055,"Kuznets","Upper-middle income",28.3966599349363
"Lower",2020,2020,2056,"Kuznets","Upper-middle income",28.8114930984845
"Lower",2020,2020,2057,"Kuznets","Upper-middle income",29.2199169459593
"Lower",2020,2020,2058,"Kuznets","Upper-middle income",29.6228595526561
"Lower",2020,2020,2059,"Kuznets","Upper-middle income",30.0198373810304
"Lower",2020,2020,2060,"Kuznets","Upper-middle income",30.4112776109357
"Lower",2020,2020,2061,"Kuznets","Upper-middle income",30.7952666001074
"Lower",2020,2020,2062,"Kuznets","Upper-middle income",31.1726057803018
"Lower",2020,2020,2063,"Kuznets","Upper-middle income",31.5436744074673
"Lower",2020,2020,2064,"Kuznets","Upper-middle income",31.9082541764313
"Lower",2020,2020,2065,"Kuznets","Upper-middle income",32.2662494093224
"Lower",2020,2020,2066,"Kuznets","Upper-middle income",32.6167848131428
"Lower",2020,2020,2067,"Kuznets","Upper-middle income",32.9605952096161
"Lower",2020,2020,2068,"Kuznets","Upper-middle income",33.2981488197216
"Lower",2020,2020,2069,"Kuznets","Upper-middle income",33.6276063785539
"Lower",2020,2020,2070,"Kuznets","Upper-middle income",33.9497940589799
"Lower",2020,2020,2071,"Kuznets","Upper-middle income",34.2643935499559
"Lower",2020,2020,2072,"Kuznets","Upper-middle income",34.5707957815617
"Lower",2020,2020,2073,"Kuznets","Upper-middle income",34.8689125804395
"Lower",2020,2020,2074,"Kuznets","Upper-middle income",35.1597006746502
"Lower",2020,2020,2075,"Kuznets","Upper-middle income",35.4433227296624
"Lower",2020,2020,2076,"Kuznets","Upper-middle income",35.7193299786672
"Lower",2020,2020,2077,"Kuznets","Upper-middle income",35.9878295177102
"Lower",2020,2020,2078,"Kuznets","Upper-middle income",36.2488802833289
"Lower",2020,2020,2079,"Kuznets","Upper-middle income",36.5027539037231
"Lower",2020,2020,2080,"Kuznets","Upper-middle income",36.7500536448919
"Lower",2020,2020,2081,"Kuznets","Upper-middle income",36.9907533713362
"Lower",2020,2020,2082,"Kuznets","Upper-middle income",37.2247028558393
"Lower",2020,2020,2083,"Kuznets","Upper-middle income",37.4510190586873
"Lower",2020,2020,2084,"Kuznets","Upper-middle income",37.6698621966568
"Lower",2020,2020,2085,"Kuznets","Upper-middle income",37.8819737526313
"Lower",2020,2020,2086,"Kuznets","Upper-middle income",38.0875895087121
"Lower",2020,2020,2087,"Kuznets","Upper-middle income",38.2868813279171
"Lower",2020,2020,2088,"Kuznets","Upper-middle income",38.4797681527082
"Lower",2020,2020,2089,"Kuznets","Upper-middle income",38.6658753885505
"Lower",2020,2020,2090,"Kuznets","Upper-middle income",38.8453630571725
"Lower",2020,2020,2091,"Kuznets","Upper-middle income",39.0184156423244
"Lower",2020,2020,2092,"Kuznets","Upper-middle income",39.1852165988823
"Lower",2020,2020,2093,"Kuznets","Upper-middle income",39.3459479892053
"Lower",2020,2020,2094,"Kuznets","Upper-middle income",39.5007901308127
"Lower",2020,2020,2095,"Kuznets","Upper-middle income",39.6499212803607
"Lower",2020,2020,2096,"Kuznets","Upper-middle income",39.7935173518934
"Lower",2020,2020,2097,"Kuznets","Upper-middle income",39.9317516673518
"Lower",2020,2020,2098,"Kuznets","Upper-middle income",40.0647947373482
"Lower",2020,2020,2099,"Kuznets","Upper-middle income",40.1928140702502
"Lower",2020,2020,2100,"Kuznets","Upper-middle income",40.3159740076634
"Lower",2020,2020,2020,"Kuznets_Asymptoting","High income",37.4361559504915
"Lower",2020,2020,2021,"Kuznets_Asymptoting","High income",37.4730724785614
"Lower",2020,2020,2022,"Kuznets_Asymptoting","High income",37.5099935950644
"Lower",2020,2020,2023,"Kuznets_Asymptoting","High income",37.5469200180599
"Lower",2020,2020,2024,"Kuznets_Asymptoting","High income",37.5838527048554
"Lower",2020,2020,2025,"Kuznets_Asymptoting","High income",37.6207925688093
"Lower",2020,2020,2026,"Kuznets_Asymptoting","High income",37.6577404788333
"Lower",2020,2020,2027,"Kuznets_Asymptoting","High income",37.6946972593926
"Lower",2020,2020,2028,"Kuznets_Asymptoting","High income",37.7316636904831
"Lower",2020,2020,2029,"Kuznets_Asymptoting","High income",37.7686405075848
"Lower",2020,2020,2030,"Kuznets_Asymptoting","High income",37.8056284015942
"Lower",2020,2020,2031,"Kuznets_Asymptoting","High income",37.8426280187358
"Lower",2020,2020,2032,"Kuznets_Asymptoting","High income",37.879639960455
"Lower",2020,2020,2033,"Kuznets_Asymptoting","High income",37.9166647832924
"Lower",2020,2020,2034,"Kuznets_Asymptoting","High income",37.953702998742
"Lower",2020,2020,2035,"Kuznets_Asymptoting","High income",37.9907550730929
"Lower",2020,2020,2036,"Kuznets_Asymptoting","High income",38.0278214272583
"Lower",2020,2020,2037,"Kuznets_Asymptoting","High income",38.06490243659
"Lower",2020,2020,2038,"Kuznets_Asymptoting","High income",38.1019984306817
"Lower",2020,2020,2039,"Kuznets_Asymptoting","High income",38.1391096931625
"Lower",2020,2020,2040,"Kuznets_Asymptoting","High income",38.1762364615145
"Lower",2020,2020,2041,"Kuznets_Asymptoting","High income",38.2133789287611
"Lower",2020,2020,2042,"Kuznets_Asymptoting","High income",38.2505372482989
"Lower",2020,2020,2043,"Kuznets_Asymptoting","High income",38.2877115351515
"Lower",2020,2020,2044,"Kuznets_Asymptoting","High income",38.3249018657873
"Lower",2020,2020,2045,"Kuznets_Asymptoting","High income",38.3621082779207
"Lower",2020,2020,2046,"Kuznets_Asymptoting","High income",38.3993307703116
"Lower",2020,2020,2047,"Kuznets_Asymptoting","High income",38.4365693025651
"Lower",2020,2020,2048,"Kuznets_Asymptoting","High income",38.4738237949302
"Lower",2020,2020,2049,"Kuznets_Asymptoting","High income",38.5110941281009
"Lower",2020,2020,2050,"Kuznets_Asymptoting","High income",38.5483801430185
"Lower",2020,2020,2051,"Kuznets_Asymptoting","High income",38.5856816406782
"Lower",2020,2020,2052,"Kuznets_Asymptoting","High income",38.6229979965747
"Lower",2020,2020,2053,"Kuznets_Asymptoting","High income",38.6603141498063
"Lower",2020,2020,2054,"Kuznets_Asymptoting","High income",38.6976224616781
"Lower",2020,2020,2055,"Kuznets_Asymptoting","High income",38.7349229442102
"Lower",2020,2020,2056,"Kuznets_Asymptoting","High income",38.7722156093909
"Lower",2020,2020,2057,"Kuznets_Asymptoting","High income",38.8095004691776
"Lower",2020,2020,2058,"Kuznets_Asymptoting","High income",38.8467775354961
"Lower",2020,2020,2059,"Kuznets_Asymptoting","High income",38.884046820241
"Lower",2020,2020,2060,"Kuznets_Asymptoting","High income",38.921308335276
"Lower",2020,2020,2061,"Kuznets_Asymptoting","High income",38.9585620924334
"Lower",2020,2020,2062,"Kuznets_Asymptoting","High income",38.9958081035144
"Lower",2020,2020,2063,"Kuznets_Asymptoting","High income",39.0330463802895
"Lower",2020,2020,2064,"Kuznets_Asymptoting","High income",39.0702769344977
"Lower",2020,2020,2065,"Kuznets_Asymptoting","High income",39.1074997778476
"Lower",2020,2020,2066,"Kuznets_Asymptoting","High income",39.1447149220166
"Lower",2020,2020,2067,"Kuznets_Asymptoting","High income",39.1819223786513
"Lower",2020,2020,2068,"Kuznets_Asymptoting","High income",39.2191221593676
"Lower",2020,2020,2069,"Kuznets_Asymptoting","High income",39.2563142757505
"Lower",2020,2020,2070,"Kuznets_Asymptoting","High income",39.2934987393545
"Lower",2020,2020,2071,"Kuznets_Asymptoting","High income",39.3306755617033
"Lower",2020,2020,2072,"Kuznets_Asymptoting","High income",39.3678447542901
"Lower",2020,2020,2073,"Kuznets_Asymptoting","High income",39.4050063285774
"Lower",2020,2020,2074,"Kuznets_Asymptoting","High income",39.4421602959974
"Lower",2020,2020,2075,"Kuznets_Asymptoting","High income",39.4793066679517
"Lower",2020,2020,2076,"Kuznets_Asymptoting","High income",39.5164454558116
"Lower",2020,2020,2077,"Kuznets_Asymptoting","High income",39.5535766709178
"Lower",2020,2020,2078,"Kuznets_Asymptoting","High income",39.590700324581
"Lower",2020,2020,2079,"Kuznets_Asymptoting","High income",39.6278164280813
"Lower",2020,2020,2080,"Kuznets_Asymptoting","High income",39.6649249926688
"Lower",2020,2020,2081,"Kuznets_Asymptoting","High income",39.7020260295634
"Lower",2020,2020,2082,"Kuznets_Asymptoting","High income",39.7391195499548
"Lower",2020,2020,2083,"Kuznets_Asymptoting","High income",39.7762055650025
"Lower",2020,2020,2084,"Kuznets_Asymptoting","High income",39.8132840858362
"Lower",2020,2020,2085,"Kuznets_Asymptoting","High income",39.8503551235554
"Lower",2020,2020,2086,"Kuznets_Asymptoting","High income",39.8874186892298
"Lower",2020,2020,2087,"Kuznets_Asymptoting","High income",39.9244747938991
"Lower",2020,2020,2088,"Kuznets_Asymptoting","High income",39.9615234485731
