Entity,Code,Scenario,EntityScenario,Year,pcgdpthousand2005usd,pcgdpgrowth,fertility,EmploymentServices,EmploymentIndustry
Low income,WBGroups,Observations,Low income Observations,2003,0.883007546067956,2.0013439377704016,6.2621397392116975,20.345046571404236,7.467465036381284
Low income,WBGroups,Observations,Low income Observations,2004,0.9038830017684153,2.336618268300224,6.1884017484659655,20.592124669581146,7.477036882028744
Low income,WBGroups,Observations,Low income Observations,2005,0.9491330344531211,4.884904341969023,6.111770813524484,20.773007892982395,7.601890664840775
Low income,WBGroups,Observations,Low income Observations,2006,0.9931789670546236,4.536190384768866,6.031437568655616,21.300825159136632,7.816060785886802
Low income,WBGroups,Observations,Low income Observations,2007,1.0566018754917426,6.190238329280037,5.947898753770649,21.873194352489126,8.054799395987876
Low income,WBGroups,Observations,Low income Observations,2008,1.1057566579814644,4.547187821213905,5.860875666800422,22.457500072404226,8.289019797914458
Low income,WBGroups,Observations,Low income Observations,2009,1.1396518619996656,3.019297257237874,5.771425244098592,23.07244205049733,8.583408510222764
Low income,WBGroups,Observations,Low income Observations,2010,1.1822800007079508,3.672194660599443,5.679308046985143,23.80054171079312,8.8904005688302
Low income,WBGroups,Observations,Low income Observations,2011,1.214223138457179,2.665970191549544,5.585058722921534,24.449334459383056,9.239919732993474
Low income,WBGroups,Observations,Low income Observations,2012,1.223494019197942,0.7606235537786193,5.488749389847113,25.14602013057315,9.653029547122639
Low income,WBGroups,Observations,Low income Observations,2013,1.2721688799984574,3.901250778391105,5.391401532801142,25.405951328555318,9.86850023076493
Low income,WBGroups,Observations,Low income Observations,2014,1.3208165204018938,3.7526898021490007,5.293880311875714,26.057310071516607,10.142119870276641
Low income,WBGroups,Observations,Low income Observations,2015,1.345768518962384,1.8715118015045773,5.196759973320323,26.763726504937825,10.277328637645988
Low income,WBGroups,Observations,Low income Observations,2016,1.3647711700339158,1.4021534146751835,5.100519386598524,27.24604211835034,10.282373286866376
Low income,WBGroups,Observations,Low income Observations,2017,1.391923950227889,1.970015337998443,5.005891157230393,27.79307541218588,10.439264473014308
Low income,WBGroups,Observations,Low income Observations,2018,1.4040580642618208,0.8679734097518821,4.912802415798169,28.36513112050573,10.36763945363942
Low income,WBGroups,Observations,Low income Observations,2019,1.4278337979961393,1.679180812559422,4.821729123183316,28.902539948443096,10.34769729717922
Low income,WBGroups,Observations,Low income Observations,2020,1.4061447193227847,-1.5306751277281205,4.733099233457309,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1960,1.1926316780692623,NA,6.197740695540947,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1961,1.2101712470502302,1.4599516537183805,6.199981724867759,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1962,1.2137966345560867,0.29912856821525113,6.198492371736575,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1963,1.2478931217297842,2.7703464875689394,6.192369623277723,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1964,1.2929656781998264,3.5481928481377767,6.180887749212901,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1965,1.2778314700494355,-1.177407793287777,6.16366231173205,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1966,1.2737016915932837,-0.323709848219636,6.141032868808402,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1967,1.2918012629022526,1.411019353895679,6.112868354638275,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1968,1.3259634299933705,2.610173994722087,6.079216342355959,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1969,1.396570495107149,5.188027278377433,6.040568288643203,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1970,1.4661721981804738,4.863547283161262,5.995593801418846,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1971,1.4813506370506715,1.029920641014559,5.944080848470289,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1972,1.5096800639935024,1.8943486009117827,5.8862077950337675,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1973,1.571397665661937,4.006770601612492,5.8227242936864405,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1974,1.5989048098078782,1.7353444759159842,5.754780184788407,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1975,1.6280189955378674,1.8045034530307813,5.684319194010527,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1976,1.7003024098489286,4.344218785529791,5.613256723364912,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1977,1.7508488546703351,2.929460675518192,5.543291828826478,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1978,1.7570142020622543,0.35151621603499716,5.474786745647239,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1979,1.7111031741678029,-2.647759870466626,5.407296552883944,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1980,1.7394488136257138,1.6429995665456443,5.339893819670625,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1981,1.7640771280120071,1.405939072687623,5.269943015981284,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1982,1.784538407076284,1.1532106322978852,5.195530561085095,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1983,1.8399577364162034,3.0582815703519173,5.11533042616664,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1984,1.8572114170594576,0.9333522584906606,5.0289831774824565,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1985,1.8800187527304684,1.2205627045759782,4.936089824874954,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1986,1.8885739414547076,0.4540264292197338,4.837139111773197,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1987,1.9029676167315288,0.7592555271651369,4.73415558494241,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1988,1.9728914657054208,3.6085644535484462,4.6291021972187965,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1989,2.037903946987908,3.2421586925029056,4.5226549989658285,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1990,2.099563236366739,2.980753774237088,4.417583571895007,NA,NA
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1991,2.1479807213038877,2.279886100645667,4.3134181163488705,25.755424041960243,14.977866349236818
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1992,2.2151630372136304,3.079780533190324,4.212112291720964,26.09110691825597,14.938003380640357
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1993,2.271369332545196,2.505687306539961,4.114541659792273,26.607148857066285,15.028242076333088
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1994,2.349562028155936,3.384605997012702,4.020609390625775,27.02539702241886,15.390322437535607
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1995,2.449749858012722,4.175698078452273,3.932079680015997,27.909695984824896,15.378135058148155
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1996,2.5814915087301604,5.238141548078357,3.849466994904715,28.331894766340923,15.470228285277516
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1997,2.6504583553946026,2.6365253286713575,3.771876064216643,28.635217800009258,15.526628689416665
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1998,2.6561806416014746,0.2156652611208565,3.6987234866820953,28.868789721115665,15.445516928930028
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,1999,2.726893073730411,2.627365092224998,3.6305810807504977,29.074413353105268,15.566777681215713
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2000,2.80740924398422,2.909918795857336,3.5661861708658398,29.33907643959278,15.656464552327161
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2001,2.8984494602375777,3.1913844289044757,3.5060501047344363,29.683014527200697,15.983340547587206
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2002,2.9936898856917886,3.2330776917089077,3.4485900006140753,30.03864467678658,16.163324162588506
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2003,3.157629333914826,5.331483322389174,3.39385913509144,30.392857524037314,16.44914545405606
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2004,3.3364978055903283,5.510016039978116,3.340910309945912,31.02931808860875,16.907122754095692
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2005,3.5190433898677087,5.326749277006448,3.289646408623354,31.310186264571993,17.309365760966383
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2006,3.7326296466657745,5.892379593341479,3.238651656255194,31.971171391190357,17.71675905091615
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2007,3.967127546865487,6.092930861875612,3.1886808952788037,32.32493050539754,18.13455460216826
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2008,4.139246492845592,4.247147172752852,3.1389835859944615,32.61319388018679,18.256982327847435
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2009,4.329779601711579,4.500287570839401,3.0898693680424554,33.024194733329615,18.67384933206496
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2010,4.578912077247138,5.59447917691982,3.0426760761661766,33.327435102590684,19.12185643110831
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2011,4.776944451923947,4.233967391517268,2.997991910788571,34.02736543400026,19.88534084845766
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2012,4.897268830305333,2.4876562045639483,2.956450487869771,34.749216138044304,20.679749702933588
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2013,5.067381733785296,3.4146592742746673,2.9181827963342046,35.314620738134096,20.802010065046836
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2014,5.278095314478033,4.0741035848879115,2.883157570134875,35.79565444737802,20.982399578992467
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2015,5.487039175018507,3.8823500914407783,2.8514407634748298,36.37587395944846,21.268430265851162
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2016,5.700584349381478,3.817988936387673,2.822334991951766,36.920191858097674,21.41554531252353
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2017,5.93037367408368,3.951853818239859,2.7951809044593157,37.63178207519117,21.606618020682237
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2018,6.141241457089134,3.49396882256936,2.768901262383495,38.32997207869311,21.81652739517891
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2019,6.2735440266315425,2.1314517037442915,2.743046256525845,38.98005497508201,21.93166346486636
Lower-middle income,WBGroups,Observations,Lower-middle income Observations,2020,5.929528117040857,-5.6396796164671414,2.7182880746948146,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1960,1.998884193732163,NA,5.396856596768866,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1961,1.9700412899347401,-1.4534619852176633,5.477919605006924,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1962,2.0526813058833597,4.109239072494885,5.560914832899901,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1963,2.141399823455502,4.231284568559735,5.633473251309656,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1964,2.283825708820189,6.439224096011631,5.685971003585757,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1965,2.3923491217707324,4.64238000970274,5.707570491757816,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1966,2.4712997655891096,3.2468453764827987,5.688643646453433,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1967,2.509996116401035,1.5536972771404978,5.628845981745181,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1968,2.555607701047967,1.8008837250744314,5.529813334163875,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1969,2.6582300677893813,3.937047013297157,5.38929687569033,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1970,2.826999330364305,6.155532856431001,5.208476485414294,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1971,2.9234464154623345,3.354735772618178,4.988497651197541,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1972,2.9852033246434244,2.090466041712702,4.738124390813004,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1973,3.165896166136331,5.876830439206082,4.471073726561621,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1974,3.247363383782461,2.540723618308749,4.19833669162999,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1975,3.340582027591182,2.8301651006585216,3.9333457377063543,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1976,3.3847097456735855,1.3123103906680367,3.689251275652219,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1977,3.478194572200035,2.724520259892804,3.471889536959183,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1978,3.6247304758428385,4.126657598020977,3.2864620027476854,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1979,3.770380764382821,3.939606081914704,3.1380273948705937,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1980,3.8930851078216517,3.2025935276832618,3.030558934078647,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1981,3.88674938547155,-0.16287554076386268,2.964296188446934,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1982,3.947326384427493,1.546531029565834,2.932130032235309,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1983,3.952225938609924,0.12404639175331855,2.9215956712415188,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1984,4.105363065001383,3.8015234621187055,2.923123894393969,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1985,4.214360794580428,2.6203746221398427,2.92146509219243,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1986,4.32947021346845,2.6947252186096504,2.901365326005918,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1987,4.447158623706234,2.6820198735147516,2.85575124789571,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1988,4.495241376596071,1.0753984674714223,2.7813092292250152,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1989,4.484929755253378,-0.22965321536312366,2.6772992222674326,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1990,4.426997074843782,-1.3001340241064696,2.5513650417968696,NA,NA
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1991,4.452661136750872,0.5780432704907801,2.415388247502082,29.305316642685177,22.57665569567529
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1992,4.488117178751546,0.793135152595803,2.2850877367162155,29.99798064770249,22.688187089736157
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1993,4.667719306591134,3.923730398208747,2.171871535762495,31.1834850677136,23.114802707207993
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1994,4.802646699198316,2.849658040829728,2.0808883974557255,32.575309596921,23.249966762586563
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1995,4.983680917009609,3.7001596351489363,2.0142489849641314,34.05744107502108,23.40167146660703
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1996,5.186850611798463,3.995793648405277,1.9698481683412876,35.13363657960667,23.722740646875305
Upper-middle income,WBGroups,Observations,Upper-middle income Observations,1997,5.351304867832587,3.1213737245500583,1.940109644390286,35.54653220742858,23.818403447638033
